Variable,Type,NumUniqueValues,Code,Description,Variable_Type,Positive Above 0,Negative Above 0,Positive Mean,Negative Mean
g944020_index_min_dd,numerical,608,944020,RADIOGRAPHIC CONTRAST MEDIA - IODINATED***,Date_Difference,104,2271,186.55725190839695,154.71304347826086
g944020_max_min_dd,numerical,308,944020,RADIOGRAPHIC CONTRAST MEDIA - IODINATED***,Date_Difference,24,465,45.79389312977099,34.16086956521739
g970510_claim_cnt,numerical,36,970510,NEEDLES & SYRINGES***,NA,170,3417,0.29587894397939474,0.2560898239815867
g970510_flag,numerical,2,970510,NEEDLES & SYRINGES***,NA,170,3417,0.054732775273663874,0.050415332634964664
g970510_index_max_dd,numerical,676,970510,NEEDLES & SYRINGES***,Date_Difference,168,3381,167,187.5633596722271
g970510_index_min_dd,numerical,706,970510,NEEDLES & SYRINGES***,Date_Difference,169,3410,487.8764705882353,479.65935030728707
g970510_max_min_dd,numerical,686,970510,NEEDLES & SYRINGES***,Date_Difference,126,2459,320.8764705882353,292.09599063506
g972020_claim_cnt,numerical,30,972020,GLUCOSE MONITORING TEST SUPPLIES***,NA,219,4510,0.20734063103670317,0.20850731073963144
g972020_flag,numerical,2,972020,GLUCOSE MONITORING TEST SUPPLIES***,NA,219,4510,0.07050869285254346,0.06654174720037771
g972020_index_max_dd,numerical,718,972020,GLUCOSE MONITORING TEST SUPPLIES***,Date_Difference,217,4483,255.1917808219178,256.91130820399115
g972020_index_min_dd,numerical,731,972020,GLUCOSE MONITORING TEST SUPPLIES***,Date_Difference,218,4497,405.972602739726,410.03082039911305
g972020_max_min_dd,numerical,691,972020,GLUCOSE MONITORING TEST SUPPLIES***,Date_Difference,114,2259,150.78082191780823,153.11951219512196
ha0425_claim_cnt,numerical,39,A0425,"GROUND MILEAGE, PER STATUTE MILE",NA,249,6874,0.12459755312298777,0.2129483453088806
ha0425_flag,numerical,2,A0425,"GROUND MILEAGE, PER STATUTE MILE",NA,249,6874,0.08016741790083709,0.10142083597680629
ha0425_index_max_dd,numerical,722,A0425,"GROUND MILEAGE, PER STATUTE MILE",Date_Difference,225,5430,213.3293172690763,156.4127145766657
ha0425_index_min_dd,numerical,731,A0425,"GROUND MILEAGE, PER STATUTE MILE",Date_Difference,234,6012,280.24899598393574,236.03069537387256
ha0425_max_min_dd,numerical,649,A0425,"GROUND MILEAGE, PER STATUTE MILE",Date_Difference,75,2360,66.91967871485944,79.61798079720687
ha0427_claim_cnt,numerical,20,A0427,"AMBULANCE SERVICE, ADVANCED LIFE SUPPORT, EMERGENCY TRANSPORT, LEVEL 1 (ALS 1 - EMERGENCY)",NA,162,4239,0.07276239536381197,0.09746669224073064
ha0427_flag,numerical,2,A0427,"AMBULANCE SERVICE, ADVANCED LIFE SUPPORT, EMERGENCY TRANSPORT, LEVEL 1 (ALS 1 - EMERGENCY)",NA,162,4239,0.05215711526078558,0.06254334066128628
ha0427_index_max_dd,numerical,693,A0427,"AMBULANCE SERVICE, ADVANCED LIFE SUPPORT, EMERGENCY TRANSPORT, LEVEL 1 (ALS 1 - EMERGENCY)",Date_Difference,149,3498,224.0679012345679,174.13069120075488
ha0427_index_min_dd,numerical,720,A0427,"AMBULANCE SERVICE, ADVANCED LIFE SUPPORT, EMERGENCY TRANSPORT, LEVEL 1 (ALS 1 - EMERGENCY)",Date_Difference,155,3716,284.88271604938274,234.9117716442557
ha0427_max_min_dd,numerical,519,A0427,"AMBULANCE SERVICE, ADVANCED LIFE SUPPORT, EMERGENCY TRANSPORT, LEVEL 1 (ALS 1 - EMERGENCY)",Date_Difference,41,1115,60.81481481481482,60.78108044350083
ha0428_claim_cnt,numerical,23,A0428,"AMBULANCE SERVICE, BASIC LIFE SUPPORT, NON-EMERGENCY TRANSPORT, (BLS)",NA,37,1340,0.015453960077269801,0.045413635894182396
ha0428_flag,numerical,2,A0428,"AMBULANCE SERVICE, BASIC LIFE SUPPORT, NON-EMERGENCY TRANSPORT, (BLS)",NA,37,1340,0.011912427559562138,0.0197707186803783
ha0428_index_max_dd,numerical,491,A0428,"AMBULANCE SERVICE, BASIC LIFE SUPPORT, NON-EMERGENCY TRANSPORT, (BLS)",Date_Difference,36,1150,269.9189189189189,180.35373134328358
ha0428_index_min_dd,numerical,541,A0428,"AMBULANCE SERVICE, BASIC LIFE SUPPORT, NON-EMERGENCY TRANSPORT, (BLS)",Date_Difference,37,1193,283.3243243243243,231.44776119402985
ha0428_max_min_dd,numerical,232,A0428,"AMBULANCE SERVICE, BASIC LIFE SUPPORT, NON-EMERGENCY TRANSPORT, (BLS)",Date_Difference,5,357,13.405405405405405,51.09402985074627
ha0429_claim_cnt,numerical,15,A0429,"AMBULANCE SERVICE, BASIC LIFE SUPPORT, EMERGENCY TRANSPORT (BLS-EMERGENCY)",NA,69,2485,0.02962009014810045,0.05693671894595512
ha0429_flag,numerical,2,A0429,"AMBULANCE SERVICE, BASIC LIFE SUPPORT, EMERGENCY TRANSPORT (BLS-EMERGENCY)",NA,69,2485,0.022215067611075338,0.0366643551647314
ha0429_index_max_dd,numerical,596,A0429,"AMBULANCE SERVICE, BASIC LIFE SUPPORT, EMERGENCY TRANSPORT (BLS-EMERGENCY)",Date_Difference,60,2027,181.91304347826087,155.7738430583501
ha0429_index_min_dd,numerical,650,A0429,"AMBULANCE SERVICE, BASIC LIFE SUPPORT, EMERGENCY TRANSPORT (BLS-EMERGENCY)",Date_Difference,62,2163,230.08695652173913,213.4229376257545
ha0429_max_min_dd,numerical,367,A0429,"AMBULANCE SERVICE, BASIC LIFE SUPPORT, EMERGENCY TRANSPORT (BLS-EMERGENCY)",Date_Difference,18,653,48.17391304347826,57.649094567404426
ha4253_claim_cnt,numerical,20,A4253,"BLOOD GLUCOSE TEST OR REAGENT STRIPS FOR HOME BLOOD GLUCOSE MONITOR, PER 50 STRIPS",NA,48,702,0.04475209272376046,0.034288918069551616
ha4253_flag,numerical,2,A4253,"BLOOD GLUCOSE TEST OR REAGENT STRIPS FOR HOME BLOOD GLUCOSE MONITOR, PER 50 STRIPS",NA,48,702,0.015453960077269801,0.010357495905690722
ha4253_index_max_dd,numerical,419,A4253,"BLOOD GLUCOSE TEST OR REAGENT STRIPS FOR HOME BLOOD GLUCOSE MONITOR, PER 50 STRIPS",Date_Difference,48,695,302.8333333333333,260.9017094017094
ha4253_index_min_dd,numerical,420,A4253,"BLOOD GLUCOSE TEST OR REAGENT STRIPS FOR HOME BLOOD GLUCOSE MONITOR, PER 50 STRIPS",Date_Difference,48,701,478.0833333333333,475.3817663817664
ha4253_max_min_dd,numerical,318,A4253,"BLOOD GLUCOSE TEST OR REAGENT STRIPS FOR HOME BLOOD GLUCOSE MONITOR, PER 50 STRIPS",Date_Difference,26,472,175.25,214.480056980057
ha7034_claim_cnt,numerical,10,A7034,"NASAL INTERFACE (MASK OR CANNULA TYPE) USED WITH POSITIVE AIRWAY PRESSURE DEVICE, WITH OR WITHOUT HEAD STRAP",NA,72,1225,0.04990341274951706,0.038272570340971125
ha7034_flag,numerical,2,A7034,"NASAL INTERFACE (MASK OR CANNULA TYPE) USED WITH POSITIVE AIRWAY PRESSURE DEVICE, WITH OR WITHOUT HEAD STRAP",NA,72,1225,0.0231809401159047,0.018073977898107028
ha7034_index_max_dd,numerical,567,A7034,"NASAL INTERFACE (MASK OR CANNULA TYPE) USED WITH POSITIVE AIRWAY PRESSURE DEVICE, WITH OR WITHOUT HEAD STRAP",Date_Difference,71,1221,233.86111111111111,261.75265306122446
ha7034_index_min_dd,numerical,586,A7034,"NASAL INTERFACE (MASK OR CANNULA TYPE) USED WITH POSITIVE AIRWAY PRESSURE DEVICE, WITH OR WITHOUT HEAD STRAP",Date_Difference,72,1225,422.80555555555554,440.945306122449
ha7034_max_min_dd,numerical,404,A7034,"NASAL INTERFACE (MASK OR CANNULA TYPE) USED WITH POSITIVE AIRWAY PRESSURE DEVICE, WITH OR WITHOUT HEAD STRAP",Date_Difference,33,605,188.94444444444446,179.1926530612245
ha7035_claim_cnt,numerical,10,A7035,HEADGEAR USED WITH POSITIVE AIRWAY PRESSURE DEVICE,NA,106,1864,0.05988409529942048,0.04991368753411925
ha7035_flag,numerical,2,A7035,HEADGEAR USED WITH POSITIVE AIRWAY PRESSURE DEVICE,NA,106,1864,0.03412749517063748,0.02750195494046653
ha7035_index_max_dd,numerical,633,A7035,HEADGEAR USED WITH POSITIVE AIRWAY PRESSURE DEVICE,Date_Difference,105,1857,268.5,262.43776824034336
ha7035_index_min_dd,numerical,662,A7035,HEADGEAR USED WITH POSITIVE AIRWAY PRESSURE DEVICE,Date_Difference,106,1862,422.8867924528302,433.45171673819743
ha7035_max_min_dd,numerical,463,A7035,HEADGEAR USED WITH POSITIVE AIRWAY PRESSURE DEVICE,Date_Difference,46,869,154.38679245283018,171.01394849785407
ha7037_claim_cnt,numerical,14,A7037,TUBING USED WITH POSITIVE AIRWAY PRESSURE DEVICE,NA,72,1377,0.05215711526078558,0.04280213051625183
ha7037_flag,numerical,2,A7037,TUBING USED WITH POSITIVE AIRWAY PRESSURE DEVICE,NA,72,1377,0.0231809401159047,0.02031662658423949
ha7037_index_max_dd,numerical,574,A7037,TUBING USED WITH POSITIVE AIRWAY PRESSURE DEVICE,Date_Difference,71,1372,250.66666666666666,262.41975308641975
ha7037_index_min_dd,numerical,588,A7037,TUBING USED WITH POSITIVE AIRWAY PRESSURE DEVICE,Date_Difference,72,1375,444.6388888888889,430.0486564996369
ha7037_max_min_dd,numerical,388,A7037,TUBING USED WITH POSITIVE AIRWAY PRESSURE DEVICE,Date_Difference,40,639,193.97222222222223,167.62890341321713
ha7038_claim_cnt,numerical,19,A7038,"FILTER, DISPOSABLE, USED WITH POSITIVE AIRWAY PRESSURE DEVICE",NA,84,1599,0.07276239536381197,0.05830886583944406
ha7038_flag,numerical,2,A7038,"FILTER, DISPOSABLE, USED WITH POSITIVE AIRWAY PRESSURE DEVICE",NA,84,1599,0.02704443013522215,0.023592074007406642
ha7038_index_max_dd,numerical,599,A7038,"FILTER, DISPOSABLE, USED WITH POSITIVE AIRWAY PRESSURE DEVICE",Date_Difference,83,1590,225.0595238095238,242.30206378986867
ha7038_index_min_dd,numerical,630,A7038,"FILTER, DISPOSABLE, USED WITH POSITIVE AIRWAY PRESSURE DEVICE",Date_Difference,84,1597,419.9761904761905,428.6072545340838
ha7038_max_min_dd,numerical,479,A7038,"FILTER, DISPOSABLE, USED WITH POSITIVE AIRWAY PRESSURE DEVICE",Date_Difference,48,845,194.91666666666666,186.30519074421514
ha7039_claim_cnt,numerical,9,A7039,"FILTER, NON DISPOSABLE, USED WITH POSITIVE AIRWAY PRESSURE DEVICE",NA,48,834,0.026722472633612365,0.02002154123080101
ha7039_flag,numerical,2,A7039,"FILTER, NON DISPOSABLE, USED WITH POSITIVE AIRWAY PRESSURE DEVICE",NA,48,834,0.015453960077269801,0.012305059238384703
ha7039_index_max_dd,numerical,479,A7039,"FILTER, NON DISPOSABLE, USED WITH POSITIVE AIRWAY PRESSURE DEVICE",Date_Difference,47,830,235.72916666666666,278.93764988009593
ha7039_index_min_dd,numerical,499,A7039,"FILTER, NON DISPOSABLE, USED WITH POSITIVE AIRWAY PRESSURE DEVICE",Date_Difference,48,832,398.4166666666667,412.9412470023981
ha7039_max_min_dd,numerical,238,A7039,"FILTER, NON DISPOSABLE, USED WITH POSITIVE AIRWAY PRESSURE DEVICE",Date_Difference,20,318,162.6875,134.00359712230215
ha9270_claim_cnt,numerical,20,A9270,NON-COVERED ITEM OR SERVICE,NA,94,2764,0.04539600772698004,0.06637945025598654
ha9270_flag,numerical,2,A9270,NON-COVERED ITEM OR SERVICE,NA,94,2764,0.030264005151320026,0.040780795845198226
ha9270_index_max_dd,numerical,651,A9270,NON-COVERED ITEM OR SERVICE,Date_Difference,86,2419,255.77659574468086,195.09117221418234
ha9270_index_min_dd,numerical,692,A9270,NON-COVERED ITEM OR SERVICE,Date_Difference,88,2524,287.25531914893617,252.20043415340086
ha9270_max_min_dd,numerical,394,A9270,NON-COVERED ITEM OR SERVICE,Date_Difference,40,1211,31.47872340425532,57.10926193921853
ha9500_claim_cnt,numerical,6,A9500,"TECHNETIUM TC-99M SESTAMIBI, DIAGNOSTIC, PER STUDY DOSE",NA,105,2046,0.03766902768834514,0.033669238827330805
ha9500_flag,numerical,2,A9500,"TECHNETIUM TC-99M SESTAMIBI, DIAGNOSTIC, PER STUDY DOSE",NA,105,2046,0.03380553766902769,0.030187231656756717
ha9500_index_max_dd,numerical,688,A9500,"TECHNETIUM TC-99M SESTAMIBI, DIAGNOSTIC, PER STUDY DOSE",Date_Difference,104,2036,323.64761904761906,315.59384164222877
ha9500_index_min_dd,numerical,684,A9500,"TECHNETIUM TC-99M SESTAMIBI, DIAGNOSTIC, PER STUDY DOSE",Date_Difference,104,2036,344.1142857142857,337.7243401759531
ha9500_max_min_dd,numerical,99,A9500,"TECHNETIUM TC-99M SESTAMIBI, DIAGNOSTIC, PER STUDY DOSE",Date_Difference,6,126,20.466666666666665,22.13049853372434
ha9502_claim_cnt,numerical,5,A9502,"TECHNETIUM TC-99M TETROFOSMIN, DIAGNOSTIC, PER STUDY DOSE",NA,42,1187,0.013844172569220863,0.019475633326939818
ha9502_flag,numerical,2,A9502,"TECHNETIUM TC-99M TETROFOSMIN, DIAGNOSTIC, PER STUDY DOSE",NA,42,1187,0.013522215067611075,0.01751331572657391
ha9502_index_max_dd,numerical,593,A9502,"TECHNETIUM TC-99M TETROFOSMIN, DIAGNOSTIC, PER STUDY DOSE",Date_Difference,42,1179,346.8809523809524,320.625947767481
ha9502_index_min_dd,numerical,600,A9502,"TECHNETIUM TC-99M TETROFOSMIN, DIAGNOSTIC, PER STUDY DOSE",Date_Difference,42,1180,347.0238095238095,341.4052232518955
ha9502_max_min_dd,numerical,71,A9502,"TECHNETIUM TC-99M TETROFOSMIN, DIAGNOSTIC, PER STUDY DOSE",Date_Difference,1,72,0.14285714285714285,20.77927548441449
ha9503_claim_cnt,numerical,9,A9503,"TECHNETIUM TC-99M MEDRONATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",NA,736,13078,0.33161622665808116,0.23264529265089928
ha9503_flag,numerical,2,A9503,"TECHNETIUM TC-99M MEDRONATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",NA,736,13078,0.2369607211848036,0.19295631261342344
ha9503_index_max_dd,numerical,709,A9503,"TECHNETIUM TC-99M MEDRONATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",Date_Difference,498,9217,96.36277173913044,93.05130753937911
ha9503_index_min_dd,numerical,730,A9503,"TECHNETIUM TC-99M MEDRONATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",Date_Difference,564,9817,195.0733695652174,138.58586939899067
ha9503_max_min_dd,numerical,632,A9503,"TECHNETIUM TC-99M MEDRONATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",Date_Difference,204,1748,98.71059782608695,45.534561859611564
ha9552_claim_cnt,numerical,6,A9552,"FLUORODEOXYGLUCOSE F-18 FDG, DIAGNOSTIC, PER STUDY DOSE, UP TO 45 MILLICURIES",NA,73,1701,0.026722472633612365,0.02792982870295233
ha9552_flag,numerical,2,A9552,"FLUORODEOXYGLUCOSE F-18 FDG, DIAGNOSTIC, PER STUDY DOSE, UP TO 45 MILLICURIES",NA,73,1701,0.02350289761751449,0.0250970093099429
ha9552_index_max_dd,numerical,359,A9552,"FLUORODEOXYGLUCOSE F-18 FDG, DIAGNOSTIC, PER STUDY DOSE, UP TO 45 MILLICURIES",Date_Difference,51,1110,74.83561643835617,81.51205173427395
ha9552_index_min_dd,numerical,399,A9552,"FLUORODEOXYGLUCOSE F-18 FDG, DIAGNOSTIC, PER STUDY DOSE, UP TO 45 MILLICURIES",Date_Difference,52,1130,101.1917808219178,96.19870664315108
ha9552_max_min_dd,numerical,85,A9552,"FLUORODEOXYGLUCOSE F-18 FDG, DIAGNOSTIC, PER STUDY DOSE, UP TO 45 MILLICURIES",Date_Difference,7,85,26.356164383561644,14.68665490887713
ha9561_claim_cnt,numerical,7,A9561,"TECHNETIUM TC-99M OXIDRONATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",NA,118,1777,0.05183515775917579,0.03116101332310371
ha9561_flag,numerical,2,A9561,"TECHNETIUM TC-99M OXIDRONATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",NA,118,1777,0.037990985189954925,0.026218333653009133
ha9561_index_max_dd,numerical,432,A9561,"TECHNETIUM TC-99M OXIDRONATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",Date_Difference,86,1296,124.66101694915254,100.19639842431063
ha9561_index_min_dd,numerical,513,A9561,"TECHNETIUM TC-99M OXIDRONATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",Date_Difference,95,1370,199.15254237288136,139.28587507034328
ha9561_max_min_dd,numerical,199,A9561,"TECHNETIUM TC-99M OXIDRONATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",Date_Difference,27,210,74.49152542372882,39.08947664603264
ha9577_claim_cnt,numerical,6,A9577,"INJECTION, GADOBENATE DIMEGLUMINE (MULTIHANCE), PER ML",NA,32,1074,0.010946555054732776,0.0181182407011228
ha9577_flag,numerical,2,A9577,"INJECTION, GADOBENATE DIMEGLUMINE (MULTIHANCE), PER ML",NA,32,1074,0.0103026400515132,0.015846083479646486
ha9577_index_max_dd,numerical,382,A9577,"INJECTION, GADOBENATE DIMEGLUMINE (MULTIHANCE), PER ML",Date_Difference,24,852,195.8125,132.7849162011173
ha9577_index_min_dd,numerical,405,A9577,"INJECTION, GADOBENATE DIMEGLUMINE (MULTIHANCE), PER ML",Date_Difference,24,875,200.125,147.83426443202978
ha9577_max_min_dd,numerical,75,A9577,"INJECTION, GADOBENATE DIMEGLUMINE (MULTIHANCE), PER ML",Date_Difference,1,88,4.3125,15.049348230912477
ha9579_claim_cnt,numerical,6,A9579,"INJECTION, GADOLINIUM-BASED MAGNETIC RESONANCE CONTRAST AGENT, NOT OTHERWISE SPECIFIED (NOS), PER ML",NA,64,1938,0.02189311010946555,0.033079068120453844
ha9579_flag,numerical,2,A9579,"INJECTION, GADOLINIUM-BASED MAGNETIC RESONANCE CONTRAST AGENT, NOT OTHERWISE SPECIFIED (NOS), PER ML",NA,64,1938,0.0206052801030264,0.028593770748188915
ha9579_index_max_dd,numerical,546,A9579,"INJECTION, GADOLINIUM-BASED MAGNETIC RESONANCE CONTRAST AGENT, NOT OTHERWISE SPECIFIED (NOS), PER ML",Date_Difference,49,1598,215.15625,169.83178534571724
ha9579_index_min_dd,numerical,563,A9579,"INJECTION, GADOLINIUM-BASED MAGNETIC RESONANCE CONTRAST AGENT, NOT OTHERWISE SPECIFIED (NOS), PER ML",Date_Difference,50,1621,221.15625,187.0108359133127
ha9579_max_min_dd,numerical,141,A9579,"INJECTION, GADOLINIUM-BASED MAGNETIC RESONANCE CONTRAST AGENT, NOT OTHERWISE SPECIFIED (NOS), PER ML",Date_Difference,3,184,6,17.17905056759546
ha9580_claim_cnt,numerical,7,A9580,"SODIUM FLUORIDE F-18, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",NA,91,1247,0.03477141017385705,0.022367469790636942
ha9580_flag,numerical,2,A9580,"SODIUM FLUORIDE F-18, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",NA,91,1247,0.029298132646490664,0.018398571786889358
ha9580_index_max_dd,numerical,319,A9580,"SODIUM FLUORIDE F-18, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",Date_Difference,64,761,90.24175824175825,88.08500400962309
ha9580_index_min_dd,numerical,376,A9580,"SODIUM FLUORIDE F-18, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",Date_Difference,65,797,127.78021978021978,114.02485966319166
ha9580_max_min_dd,numerical,110,A9580,"SODIUM FLUORIDE F-18, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",Date_Difference,10,109,37.53846153846154,25.939855653568564
ha9585_claim_cnt,numerical,6,A9585,"INJECTION, GADOBUTROL, 0.1 ML",NA,54,1330,0.019961365099806824,0.022706817947091198
ha9585_flag,numerical,2,A9585,"INJECTION, GADOBUTROL, 0.1 ML",NA,54,1330,0.017385705086928525,0.01962317600365906
ha9585_index_max_dd,numerical,416,A9585,"INJECTION, GADOBUTROL, 0.1 ML",Date_Difference,34,1034,143.7962962962963,123.35864661654135
ha9585_index_min_dd,numerical,438,A9585,"INJECTION, GADOBUTROL, 0.1 ML",Date_Difference,38,1062,165.72222222222223,139.13984962406016
ha9585_max_min_dd,numerical,98,A9585,"INJECTION, GADOBUTROL, 0.1 ML",Date_Difference,5,119,21.925925925925927,15.781203007518798
hc1769_claim_cnt,numerical,10,C1769,GUIDE WIRE,NA,70,1422,0.030907920154539602,0.030865927969665224
hc1769_flag,numerical,2,C1769,GUIDE WIRE,NA,70,1422,0.022537025112685124,0.020980568629476077
hc1769_index_max_dd,numerical,573,C1769,GUIDE WIRE,Date_Difference,65,1282,211.71428571428572,227.88677918424753
hc1769_index_min_dd,numerical,602,C1769,GUIDE WIRE,Date_Difference,66,1310,234.21428571428572,261.03727144866383
hc1769_max_min_dd,numerical,187,C1769,GUIDE WIRE,Date_Difference,12,294,22.5,33.150492264416314
he0143_claim_cnt,numerical,8,E0143,"WALKER, FOLDING, WHEELED, ADJUSTABLE OR FIXED HEIGHT",NA,57,1230,0.019317450096587252,0.019741210145034452
he0143_flag,numerical,2,E0143,"WALKER, FOLDING, WHEELED, ADJUSTABLE OR FIXED HEIGHT",NA,57,1230,0.018351577591757887,0.01814774923646665
he0143_index_max_dd,numerical,564,E0143,"WALKER, FOLDING, WHEELED, ADJUSTABLE OR FIXED HEIGHT",Date_Difference,55,1162,316.6666666666667,266.3130081300813
he0143_index_min_dd,numerical,568,E0143,"WALKER, FOLDING, WHEELED, ADJUSTABLE OR FIXED HEIGHT",Date_Difference,55,1164,321.94736842105266,271.70243902439023
he0143_max_min_dd,numerical,31,E0143,"WALKER, FOLDING, WHEELED, ADJUSTABLE OR FIXED HEIGHT",Date_Difference,2,40,5.280701754385965,5.389430894308943
he0601_claim_cnt,numerical,27,E0601,CONTINUOUS POSITIVE AIRWAY PRESSURE (CPAP) DEVICE,NA,48,942,0.09465550547327753,0.08004190212018826
he0601_flag,numerical,2,E0601,CONTINUOUS POSITIVE AIRWAY PRESSURE (CPAP) DEVICE,NA,48,942,0.015453960077269801,0.013898520146952507
he0601_index_max_dd,numerical,488,E0601,CONTINUOUS POSITIVE AIRWAY PRESSURE (CPAP) DEVICE,Date_Difference,47,934,286.625,268.51486199575373
he0601_index_min_dd,numerical,508,E0601,CONTINUOUS POSITIVE AIRWAY PRESSURE (CPAP) DEVICE,Date_Difference,48,941,438.4166666666667,426.4692144373673
he0601_max_min_dd,numerical,115,E0601,CONTINUOUS POSITIVE AIRWAY PRESSURE (CPAP) DEVICE,Date_Difference,37,748,151.79166666666666,157.9543524416136
he1390_claim_cnt,numerical,36,E1390,"OXYGEN CONCENTRATOR, SINGLE DELIVERY PORT, CAPABLE OF DELIVERING 85 PERCENT OR GREATER OXYGEN CONCENTRATION AT THE PRESCRIBED FLOW RATE",NA,51,1076,0.13844172569220864,0.15179190580875518
he1390_flag,numerical,2,E1390,"OXYGEN CONCENTRATOR, SINGLE DELIVERY PORT, CAPABLE OF DELIVERING 85 PERCENT OR GREATER OXYGEN CONCENTRATION AT THE PRESCRIBED FLOW RATE",NA,51,1076,0.016419832582099163,0.015875592014990336
he1390_index_max_dd,numerical,365,E1390,"OXYGEN CONCENTRATOR, SINGLE DELIVERY PORT, CAPABLE OF DELIVERING 85 PERCENT OR GREATER OXYGEN CONCENTRATION AT THE PRESCRIBED FLOW RATE",Date_Difference,50,1041,110.07843137254902,140.71468401486987
he1390_index_min_dd,numerical,471,E1390,"OXYGEN CONCENTRATOR, SINGLE DELIVERY PORT, CAPABLE OF DELIVERING 85 PERCENT OR GREATER OXYGEN CONCENTRATION AT THE PRESCRIBED FLOW RATE",Date_Difference,50,1062,350.96078431372547,418.8382899628253
he1390_max_min_dd,numerical,188,E1390,"OXYGEN CONCENTRATOR, SINGLE DELIVERY PORT, CAPABLE OF DELIVERING 85 PERCENT OR GREATER OXYGEN CONCENTRATION AT THE PRESCRIBED FLOW RATE",Date_Difference,45,861,240.88235294117646,278.1236059479554
hg0008_claim_cnt,numerical,8,G0008,ADMINISTRATION OF INFLUENZA VIRUS VACCINE,NA,397,7897,0.17385705086928527,0.15959691340720303
hg0008_flag,numerical,2,G0008,ADMINISTRATION OF INFLUENZA VIRUS VACCINE,NA,397,7897,0.12781712813908563,0.11651445180518465
hg0008_index_max_dd,numerical,731,G0008,ADMINISTRATION OF INFLUENZA VIRUS VACCINE,Date_Difference,391,7777,275.7833753148615,280.2066607572496
hg0008_index_min_dd,numerical,730,G0008,ADMINISTRATION OF INFLUENZA VIRUS VACCINE,Date_Difference,391,7817,391.0050377833753,396.9780929466886
hg0008_max_min_dd,numerical,327,G0008,ADMINISTRATION OF INFLUENZA VIRUS VACCINE,Date_Difference,124,2513,115.22166246851386,116.77143218943903
hg0009_claim_cnt,numerical,6,G0009,ADMINISTRATION OF PNEUMOCOCCAL VACCINE,NA,143,3372,0.0489375402446877,0.053941602608554524
hg0009_flag,numerical,2,G0009,ADMINISTRATION OF PNEUMOCOCCAL VACCINE,NA,143,3372,0.04603992273019961,0.04975139058972808
hg0009_index_max_dd,numerical,717,G0009,ADMINISTRATION OF PNEUMOCOCCAL VACCINE,Date_Difference,142,3330,304.16083916083915,302.0409252669039
hg0009_index_min_dd,numerical,720,G0009,ADMINISTRATION OF PNEUMOCOCCAL VACCINE,Date_Difference,142,3333,314.16083916083915,318.35468564650057
hg0009_max_min_dd,numerical,140,G0009,ADMINISTRATION OF PNEUMOCOCCAL VACCINE,Date_Difference,4,172,10,16.31376037959668
hg0103_claim_cnt,numerical,12,G0103,PROSTATE CANCER SCREENING; PROSTATE SPECIFIC ANTIGEN TEST (PSA),NA,133,3377,0.06471345782356729,0.06516960030688877
hg0103_flag,numerical,2,G0103,PROSTATE CANCER SCREENING; PROSTATE SPECIFIC ANTIGEN TEST (PSA),NA,133,3377,0.04282034771410174,0.0498251619280877
hg0103_index_max_dd,numerical,684,G0103,PROSTATE CANCER SCREENING; PROSTATE SPECIFIC ANTIGEN TEST (PSA),Date_Difference,127,3201,235.1954887218045,223.29700917974534
hg0103_index_min_dd,numerical,712,G0103,PROSTATE CANCER SCREENING; PROSTATE SPECIFIC ANTIGEN TEST (PSA),Date_Difference,128,3239,290.203007518797,278.07817589576547
hg0103_max_min_dd,numerical,373,G0103,PROSTATE CANCER SCREENING; PROSTATE SPECIFIC ANTIGEN TEST (PSA),Date_Difference,32,634,55.00751879699248,54.78116671602014
hg0151_claim_cnt,numerical,22,G0151,"SERVICES PERFORMED BY A QUALIFIED PHYSICAL THERAPIST IN THE HOME HEALTH OR HOSPICE SETTING, EACH 15 MINUTES",NA,70,1583,0.04346426271732132,0.05158091978104667
hg0151_flag,numerical,2,G0151,"SERVICES PERFORMED BY A QUALIFIED PHYSICAL THERAPIST IN THE HOME HEALTH OR HOSPICE SETTING, EACH 15 MINUTES",NA,70,1583,0.022537025112685124,0.023356005724655855
hg0151_index_max_dd,numerical,564,G0151,"SERVICES PERFORMED BY A QUALIFIED PHYSICAL THERAPIST IN THE HOME HEALTH OR HOSPICE SETTING, EACH 15 MINUTES",Date_Difference,61,1469,229.64285714285714,198.20909665192673
