Variable,Type,NumUniqueValues,Variable_Type,Code,Description,Num Unique Values,Non Missing,Missing_N,Missing_P,Above 0,Positive Above 0,Negative Above 0,Precision,Above0_Diff,Above0_P,Positive Above0_P,Negative Above0_P,Mean,Positive Mean,Negative Mean,Percentage Mean Difference,Correlation,Abs_Correlation,p-value,p-value corrected,Diagnostic Odds,Positive Min,Positive P10,Positive P25,Positive P50,Positive P75,Positive P90,Positive Max,Negative Min,Negative P10,Negative P25,Negative P50,Negative P75,Negative P90,Negative Max
g970510_index_max_dd,numerical,676,Date_Difference,970510,NEEDLES & SYRINGES***,676,3587,67296,0.9493954826968384,3549,168,3381.0,0.04733727810650888,0.0042046812716689036,0.05006842261190977,0.0540888602704443,0.0498841789987754,186.5887928631168,167.0,187.5633596722271,0.1102068315931095,-0.01949,0.01949,0.24320999999999998,0.4670416491817037,0.8944099378881988,0.0,9.900000000000002,28.25,84.5,244.5,459.2000000000001,729,0.0,13.0,33.0,98.0,298.0,526.8000000000002,730
g970510_index_min_dd,numerical,706,Date_Difference,970510,NEEDLES & SYRINGES***,706,3587,67296,0.9493954826968384,3579,169,3410.0,0.047219893825090814,0.0040987650107928925,0.05049165526289801,0.05441081777205409,0.0503120527612612,480.0487872874268,487.8764705882353,479.6593503072871,0.017117260783805006,0.010329999999999999,0.010329999999999999,0.53645,0.7458876481312671,0.3469208211143695,0.0,115.3,306.0,578.0,690.5,713.0,729,0.0,105.0,296.0,560.0,682.0,713.0,730
g970510_max_min_dd,numerical,686,Date_Difference,970510,NEEDLES & SYRINGES***,686,3587,67296,0.9493954826968384,2585,126,2459.0,0.04874274661508704,0.004285900997571854,0.036468546760154055,0.040566645202833235,0.036280744205261374,293.45999442431,320.8764705882353,292.09599063506,0.09807292475976123,0.021230000000000002,0.021230000000000002,0.2037,0.4195981539846916,1.1156419830677657,0.0,0.0,0.0,329.5,574.25,663.6,724,0.0,0.0,0.0,253.0,565.0,661.0,728
g972020_claim_cnt,numerical,30,,970510,NEEDLES & SYRINGES***,30,70883,0,0.0,4729,219,4510.0,0.04631000211461197,0.003966945652165752,0.06671557355078088,0.07050869285254346,0.06654174720037771,0.2084561883667452,0.2073406310367032,0.20850731073963144,0.005596762140137041,0.0031899999999999997,0.0031899999999999997,0.39586,0.6356825201825201,1.064138192693449,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,41
g972020_flag,numerical,2,,970510,NEEDLES & SYRINGES***,2,70883,0,0.0,4729,219,4510.0,0.04631000211461197,0.003966945652165752,0.06671557355078088,0.07050869285254346,0.06654174720037771,0.06671557355078088,0.07050869285254346,0.06654174720037771,0.059460564318558874,0.00325,0.00325,0.38629,0.6251421117792714,1.064138192693449,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
g972020_index_max_dd,numerical,718,Date_Difference,972020,GLUCOSE MONITORING TEST SUPPLIES***,718,4729,66154,0.9332844264492192,4700,217,4483.0,0.04617021276595745,0.0037213958760881354,0.06630644865482556,0.06986477784932389,0.06614338197323576,256.83167688729117,255.1917808219178,256.91130820399115,0.00669515303919444,0.00062,0.00062,0.9658899999999999,0.981046105193076,0.6534686593798796,0.0,24.8,67.0,197.0,418.0,587.2,730,0.0,21.0,66.0,202.0,421.0,593.0,730
g972020_index_min_dd,numerical,731,Date_Difference,972020,GLUCOSE MONITORING TEST SUPPLIES***,731,4729,66154,0.9332844264492192,4715,218,4497.0,0.046235418875927886,0.003836793630290977,0.06651806498031969,0.07018673535093367,0.0663499417206427,409.8428843307253,405.972602739726,410.0308203991131,0.009901886343626796,-0.00662,0.00662,0.6491600000000001,0.8222333887043188,0.6301979097175895,0.0,104.0,221.5,427.0,599.0,683.2,730,0.0,74.0,213.25,431.0,626.0,697.0,730
g972020_max_min_dd,numerical,691,Date_Difference,972020,GLUCOSE MONITORING TEST SUPPLIES***,691,4729,66154,0.9332844264492192,2373,114,2259.0,0.04804045512010114,0.003373264512639224,0.033477702693170436,0.036703155183515766,0.03332989067087655,153.01120744343413,150.78082191780825,153.11951219512198,0.015284437763673673,0.0036200000000000004,0.0036200000000000004,0.8034600000000001,0.905822942336126,1.0818693480048058,0.0,0.0,0.0,3.0,292.5,493.00000000000017,686,0.0,0.0,0.0,1.0,284.0,534.0,728
ha0425_claim_cnt,numerical,39,,972020,GLUCOSE MONITORING TEST SUPPLIES***,39,70883,0,0.0,7123,249,6874.0,0.034957180963077365,0.0212534180759692,0.10048953909964307,0.08016741790083709,0.10142083597680628,0.20907692958819465,0.12459755312298774,0.2129483453088806,0.4225755197376951,-0.01485,0.01485,8e-05,0.0007991266375545851,0.7721794949217929,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,1.0,300
ha0425_flag,numerical,2,,972020,GLUCOSE MONITORING TEST SUPPLIES***,2,70883,0,0.0,7123,249,6874.0,0.034957180963077365,0.0212534180759692,0.10048953909964307,0.08016741790083709,0.10142083597680628,0.10048953909964307,0.08016741790083709,0.10142083597680628,0.21149881138269336,-0.014469999999999998,0.014469999999999998,0.00011999999999999999,0.0011509433962264152,0.7721794949217929,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1
ha0425_index_max_dd,numerical,722,Date_Difference,A0425,"GROUND MILEAGE, PER STATUTE MILE",722,7123,63760,0.8995104609003569,5655,225,5430.0,0.03978779840848806,0.0076752355963456845,0.07977935471128479,0.0724404378622022,0.08011567345854788,158.40235855678787,213.3293172690763,156.41271457666568,0.35931663651337475,0.0671,0.0671,0.0,0.0,2.493093922651933,0.0,1.0,17.0,163.0,360.0,556.4000000000002,728,0.0,0.0,1.0,49.0,263.75,509.0,730
ha0425_index_min_dd,numerical,731,Date_Difference,A0425,"GROUND MILEAGE, PER STATUTE MILE",731,7123,63760,0.8995104609003569,6246,234,6012.0,0.03746397694524496,0.01336460186691743,0.08811703793575329,0.07533805537669028,0.08870265724360771,237.5764425101783,280.24899598393574,236.03069537387256,0.18612241240277336,0.04423,0.04423,0.00018999999999999998,0.0016977539062500002,2.2367265469061883,0.0,2.0,75.0,256.0,450.0,615.2,729,0.0,0.0,15.0,160.0,427.0,608.0,730
ha0425_max_min_dd,numerical,649,Date_Difference,A0425,"GROUND MILEAGE, PER STATUTE MILE",649,7123,63760,0.8995104609003569,2435,75,2360.0,0.030800821355236138,0.010673259085006822,0.034352383505212816,0.024146812620734058,0.03482007170574088,79.17408395339042,66.91967871485944,79.61798079720688,0.16038457849190754,-0.01585,0.01585,0.18097,0.3896177647058823,0.8244447691408532,0.0,0.0,0.0,0.0,27.0,290.2000000000001,710,0.0,0.0,0.0,0.0,48.75,347.0,730
ha0427_claim_cnt,numerical,20,,A0425,"GROUND MILEAGE, PER STATUTE MILE",20,70883,0,0.0,4401,162,4239.0,0.03680981595092025,0.0103862254005007,0.062088229899976026,0.052157115260785585,0.06254334066128628,0.09638418238505707,0.07276239536381197,0.09746669224073064,0.25631069606654355,-0.00889,0.00889,0.01799,0.07581548713235295,0.8247974937690391,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,27
ha0427_flag,numerical,2,,A0425,"GROUND MILEAGE, PER STATUTE MILE",2,70883,0,0.0,4401,162,4239.0,0.03680981595092025,0.0103862254005007,0.062088229899976026,0.052157115260785585,0.06254334066128628,0.062088229899976026,0.052157115260785585,0.06254334066128628,0.16728171212535586,-0.00881,0.00881,0.019,0.07873641304347825,0.8247974937690391,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
ha0427_index_max_dd,numerical,693,Date_Difference,A0427,"AMBULANCE SERVICE, ADVANCED LIFE SUPPORT, EMERGENCY TRANSPORT, LEVEL 1 (ALS 1 - EMERGENCY)",693,4401,66482,0.937911770100024,3647,149,3498.0,0.04085549766931725,0.0036387605765321814,0.051450982605138036,0.04797166773985834,0.05161042831639052,175.96887071120202,224.0679012345679,174.13069120075488,0.28378434112797923,0.06304,0.06304,2.9999999999999997e-05,0.0003315217391304348,2.4279588336192117,0.0,1.1000000000000014,32.0,169.0,376.25,557.8,729,0.0,0.0,3.0,72.0,303.0,528.2000000000003,730
ha0427_index_min_dd,numerical,720,Date_Difference,A0427,"AMBULANCE SERVICE, ADVANCED LIFE SUPPORT, EMERGENCY TRANSPORT, LEVEL 1 (ALS 1 - EMERGENCY)",720,4401,66482,0.937911770100024,3871,155,3716.0,0.04004133298889176,0.004923445919352912,0.05461111973251696,0.04990341274951706,0.054826858668869966,236.7511929107021,284.88271604938274,234.91177164425568,0.2110694513964924,0.051329999999999994,0.051329999999999994,0.00066,0.005007462686567164,3.1164462555743504,0.0,11.1,71.0,246.0,469.75,614.6,729,0.0,0.0,15.0,160.0,425.5,605.0,730
ha0427_max_min_dd,numerical,519,Date_Difference,A0427,"AMBULANCE SERVICE, ADVANCED LIFE SUPPORT, EMERGENCY TRANSPORT, LEVEL 1 (ALS 1 - EMERGENCY)",519,4401,66482,0.937911770100024,1156,41,1115.0,0.03546712802768166,0.003250750888194088,0.0163085648180805,0.013200257566001287,0.016451008454195375,60.782322199500115,60.814814814814824,60.78108044350083,0.0005550030024069661,-0.00323,0.00323,0.83055,0.9119814659309019,0.9493681206685692,0.0,0.0,0.0,0.0,3.0,289.00000000000006,710,0.0,0.0,0.0,0.0,5.0,261.20000000000033,730
ha0428_claim_cnt,numerical,23,,A0427,"AMBULANCE SERVICE, ADVANCED LIFE SUPPORT, EMERGENCY TRANSPORT, LEVEL 1 (ALS 1 - EMERGENCY)",23,70883,0,0.0,1377,37,1340.0,0.026870007262164125,0.007858291120816159,0.019426378680360595,0.011912427559562138,0.0197707186803783,0.04410084223297546,0.0154539600772698,0.0454136358941824,0.6793447539763965,-0.0117,0.0117,0.00183,0.012046402877697841,0.5977368776839167,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,300
ha0428_flag,numerical,2,,A0427,"AMBULANCE SERVICE, ADVANCED LIFE SUPPORT, EMERGENCY TRANSPORT, LEVEL 1 (ALS 1 - EMERGENCY)",2,70883,0,0.0,1377,37,1340.0,0.026870007262164125,0.007858291120816159,0.019426378680360595,0.011912427559562138,0.0197707186803783,0.019426378680360595,0.011912427559562138,0.0197707186803783,0.4045165210724849,-0.01165,0.01165,0.0019199999999999998,0.012584527220630371,0.5977368776839167,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
ha0428_index_max_dd,numerical,491,Date_Difference,A0428,"AMBULANCE SERVICE, BASIC LIFE SUPPORT, NON-EMERGENCY TRANSPORT, (BLS)",491,1377,69506,0.9805736213196394,1186,36,1150.0,0.03035413153456998,0.005376937764760371,0.01673179746906875,0.01159047005795235,0.016967407822712718,182.76034858387797,269.9189189189189,180.35373134328358,0.4900690345013722,0.08745,0.08745,0.00116,0.008077625570776256,5.947826086956522,0.0,16.999999999999996,110.0,256.0,382.0,543.8,683,0.0,0.0,10.0,89.5,300.25,522.0,729
ha0428_index_min_dd,numerical,541,Date_Difference,A0428,"AMBULANCE SERVICE, BASIC LIFE SUPPORT, NON-EMERGENCY TRANSPORT, (BLS)",541,1377,69506,0.9805736213196394,1230,37,1193.0,0.03008130081300813,0.0056894137730433185,0.017352538690518178,0.011912427559562138,0.017601841332605457,232.84168482207696,283.3243243243243,231.44776119402985,0.22279757668793407,0.05832999999999999,0.05832999999999999,0.03042,0.11323962571196095,inf,11.0,61.79999999999998,141.0,256.0,382.0,543.8,683,0.0,0.0,28.0,166.5,402.0,596.0,729
ha0428_max_min_dd,numerical,232,Date_Difference,A0428,"AMBULANCE SERVICE, BASIC LIFE SUPPORT, NON-EMERGENCY TRANSPORT, (BLS)",232,1377,69506,0.9805736213196394,362,5,357.0,0.013812154696132596,0.003657486050827968,0.005107007321924862,0.0016097875080489374,0.005267273558876905,50.08133623819898,13.405405405405405,51.09402985074627,0.7525482999511959,-0.048639999999999996,0.048639999999999996,0.07117000000000001,0.20898764441591786,0.43023459383753504,0.0,0.0,0.0,0.0,0.0,32.99999999999998,190,0.0,0.0,0.0,0.0,6.0,175.50000000000068,713
ha0429_claim_cnt,numerical,15,,A0428,"AMBULANCE SERVICE, BASIC LIFE SUPPORT, NON-EMERGENCY TRANSPORT, (BLS)",15,70883,0,0.0,2554,69,2485.0,0.027016444792482382,0.01444928755365606,0.03603120635413287,0.022215067611075338,0.0366643551647314,0.055739740135152295,0.02962009014810045,0.056936718945955124,0.4900745631683959,-0.0159,0.0159,2e-05,0.0002270471464019851,0.5969498916448973,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,24
ha0429_flag,numerical,2,,A0428,"AMBULANCE SERVICE, BASIC LIFE SUPPORT, NON-EMERGENCY TRANSPORT, (BLS)",2,70883,0,0.0,2554,69,2485.0,0.027016444792482382,0.01444928755365606,0.03603120635413287,0.022215067611075338,0.0366643551647314,0.03603120635413287,0.022215067611075338,0.0366643551647314,0.4010214759850441,-0.01587,0.01587,2e-05,0.0002270471464019851,0.5969498916448973,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
ha0429_index_max_dd,numerical,596,Date_Difference,A0429,"AMBULANCE SERVICE, BASIC LIFE SUPPORT, EMERGENCY TRANSPORT (BLS-EMERGENCY)",596,2554,68329,0.9639687936458672,2087,60,2027.0,0.028749401054144707,0.010589450474402906,0.02944288475374913,0.01931745009658725,0.02990690057099016,156.4800313234143,181.91304347826087,155.77384305835008,0.16704495902027294,0.02593,0.02593,0.19025,0.40445806226765796,1.5063311955270515,0.0,0.0,4.0,93.0,279.0,500.8,694,0.0,0.0,2.0,57.0,249.0,505.0,730
ha0429_index_min_dd,numerical,650,Date_Difference,A0429,"AMBULANCE SERVICE, BASIC LIFE SUPPORT, EMERGENCY TRANSPORT (BLS-EMERGENCY)",650,2554,68329,0.9639687936458672,2225,62,2163.0,0.027865168539325844,0.01195211587456501,0.03138975494829508,0.019961365099806824,0.031913480974371834,213.87314017227882,230.08695652173915,213.4229376257545,0.07791543567631465,0.019880000000000002,0.019880000000000002,0.31513,0.5522065300651091,1.3185390661118817,0.0,0.8000000000000007,32.0,141.0,387.0,595.2,729,0.0,0.0,12.0,130.0,374.0,583.5999999999998,730
ha0429_max_min_dd,numerical,367,Date_Difference,A0429,"AMBULANCE SERVICE, BASIC LIFE SUPPORT, EMERGENCY TRANSPORT (BLS-EMERGENCY)",367,2554,68329,0.9639687936458672,671,18,653.0,0.026825633383010437,0.0038393017607902657,0.00946630362710382,0.005795235028976175,0.00963453678976644,57.39310884886453,48.17391304347826,57.649094567404426,0.1650926690324012,-0.0025399999999999997,0.0025399999999999997,0.8978700000000001,0.9495504507628292,0.9901810647689396,0.0,0.0,0.0,0.0,4.0,234.60000000000008,561,0.0,0.0,0.0,0.0,6.0,239.0,719
ha4253_claim_cnt,numerical,20,,A0429,"AMBULANCE SERVICE, BASIC LIFE SUPPORT, EMERGENCY TRANSPORT (BLS-EMERGENCY)",20,70883,0,0.0,750,48,702.0,0.064,0.005096464171579079,0.010580816274706206,0.0154539600772698,0.010357495905690722,0.03474740064613518,0.04475209272376046,0.034288918069551616,0.3011210755234615,0.010159999999999999,0.010159999999999999,0.00683,0.035307627118644075,1.4997791976209245,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,26
ha4253_flag,numerical,2,,A0429,"AMBULANCE SERVICE, BASIC LIFE SUPPORT, EMERGENCY TRANSPORT (BLS-EMERGENCY)",2,70883,0,0.0,750,48,702.0,0.064,0.005096464171579079,0.010580816274706206,0.0154539600772698,0.010357495905690722,0.010580816274706206,0.0154539600772698,0.010357495905690722,0.4816702264987199,0.0102,0.0102,0.006640000000000001,0.03471771428571429,1.4997791976209245,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
ha4253_index_max_dd,numerical,419,Date_Difference,A4253,"BLOOD GLUCOSE TEST OR REAGENT STRIPS FOR HOME BLOOD GLUCOSE MONITOR, PER 50 STRIPS",419,750,70133,0.9894191837252938,743,48,695.0,0.06460296096904443,0.005199744045282548,0.010482061989475615,0.0154539600772698,0.010254216031987251,263.5853333333333,302.8333333333333,260.9017094017094,0.15908177970811693,0.04483,0.04483,0.22013000000000002,0.4390530598958333,inf,3.0,29.700000000000006,81.75,297.5,450.5,622.6000000000003,693,0.0,22.10000000000001,68.0,199.0,440.75,606.0,729
ha4253_index_min_dd,numerical,420,Date_Difference,A4253,"BLOOD GLUCOSE TEST OR REAGENT STRIPS FOR HOME BLOOD GLUCOSE MONITOR, PER 50 STRIPS",420,750,70133,0.9894191837252938,749,48,701.0,0.06408544726301736,0.005111218439251004,0.010566708519673264,0.0154539600772698,0.010342741638018795,475.55466666666666,478.08333333333326,475.38176638176634,0.0056808757035298795,-0.00155,0.00155,0.96625,0.981046105193076,inf,3.0,119.2,332.25,540.5,673.25,702.2,722,0.0,124.30000000000004,290.0,549.0,672.0,710.0,730
ha4253_max_min_dd,numerical,318,Date_Difference,A4253,"BLOOD GLUCOSE TEST OR REAGENT STRIPS FOR HOME BLOOD GLUCOSE MONITOR, PER 50 STRIPS",318,750,70133,0.9894191837252938,498,26,472.0,0.052208835341365466,0.0014068807007062976,0.007025662006404921,0.008370895041854473,0.0069640143411481776,211.9693333333333,175.25,214.480056980057,0.18507421032629084,-0.049069999999999996,0.049069999999999996,0.17943,0.38757896600566577,0.5758859784283513,0.0,0.0,0.0,86.0,354.25,437.10000000000014,704,0.0,0.0,0.0,145.5,376.75,582.9,725
ha7034_claim_cnt,numerical,10,,A4253,"BLOOD GLUCOSE TEST OR REAGENT STRIPS FOR HOME BLOOD GLUCOSE MONITOR, PER 50 STRIPS",10,70883,0,0.0,1297,72,1225.0,0.05551272166538165,0.005106962217797672,0.018297758277725267,0.0231809401159047,0.018073977898107028,0.03878221858555648,0.04990341274951706,0.038272570340971125,0.29990141958710864,0.0078,0.0078,0.03792,0.132734506503443,1.2892642567903891,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,11
ha7034_flag,numerical,2,,A4253,"BLOOD GLUCOSE TEST OR REAGENT STRIPS FOR HOME BLOOD GLUCOSE MONITOR, PER 50 STRIPS",2,70883,0,0.0,1297,72,1225.0,0.05551272166538165,0.005106962217797672,0.018297758277725267,0.0231809401159047,0.018073977898107028,0.018297758277725267,0.0231809401159047,0.018073977898107028,0.2791031633648052,0.0078,0.0078,0.03784,0.13262595712098008,1.2892642567903891,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
ha7034_index_max_dd,numerical,567,Date_Difference,A7034,"NASAL INTERFACE (MASK OR CANNULA TYPE) USED WITH POSITIVE AIRWAY PRESSURE DEVICE, WITH OR WITHOUT HEAD STRAP",567,1297,69586,0.9817022417222748,1292,71,1221.0,0.05495356037151703,0.0048440217868755825,0.01822721950256056,0.022858982614294917,0.01801496082741933,260.20431765612955,233.86111111111111,261.75265306122446,0.1071909267354016,-0.02984,0.02984,0.28281999999999996,0.5145829025844931,0.2325962325962326,0.0,19.400000000000006,83.0,190.5,368.0,504.20000000000016,709,0.0,33.0,79.0,198.0,417.0,599.0,730
ha7034_index_min_dd,numerical,586,Date_Difference,A7034,"NASAL INTERFACE (MASK OR CANNULA TYPE) USED WITH POSITIVE AIRWAY PRESSURE DEVICE, WITH OR WITHOUT HEAD STRAP",586,1297,69586,0.9817022417222748,1297,72,1225.0,0.05551272166538165,0.005106962217797672,0.018297758277725267,0.0231809401159047,0.018073977898107028,439.93831919814966,422.8055555555555,440.94530612244904,0.04123248595383945,-0.024640000000000002,0.024640000000000002,0.37523,0.6133180600214362,,4.0,102.30000000000004,273.0,456.0,634.0,658.6,720,1.0,116.4,261.0,486.0,637.0,698.0,730
ha7034_max_min_dd,numerical,404,Date_Difference,A7034,"NASAL INTERFACE (MASK OR CANNULA TYPE) USED WITH POSITIVE AIRWAY PRESSURE DEVICE, WITH OR WITHOUT HEAD STRAP",404,1297,69586,0.9817022417222748,638,33,605.0,0.05172413793103448,0.001698265611608905,0.009000747711016745,0.010624597553122988,0.008926331941514083,179.73400154202002,188.94444444444446,179.19265306122452,0.05425679782097375,0.0007700000000000001,0.0007700000000000001,0.97798,0.9870413633355392,0.8671328671328672,0.0,0.0,0.0,0.0,391.5,558.4000000000002,672,0.0,0.0,0.0,0.0,357.0,551.6000000000001,719
ha7035_claim_cnt,numerical,10,,A7034,"NASAL INTERFACE (MASK OR CANNULA TYPE) USED WITH POSITIVE AIRWAY PRESSURE DEVICE, WITH OR WITHOUT HEAD STRAP",10,70883,0,0.0,1970,106,1864.0,0.05380710659898477,0.0066255402301709475,0.02779227741489497,0.034127495170637484,0.02750195494046653,0.0503505777125686,0.05988409529942047,0.04991368753411925,0.1980197292316748,0.00822,0.00822,0.028589999999999997,0.1083672328086164,1.2494238197424892,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,9
ha7035_flag,numerical,2,,A7034,"NASAL INTERFACE (MASK OR CANNULA TYPE) USED WITH POSITIVE AIRWAY PRESSURE DEVICE, WITH OR WITHOUT HEAD STRAP",2,70883,0,0.0,1970,106,1864.0,0.05380710659898477,0.0066255402301709475,0.02779227741489497,0.034127495170637484,0.02750195494046653,0.02779227741489497,0.034127495170637484,0.02750195494046653,0.23839500920568896,0.00825,0.00825,0.02805,0.10677533222591362,1.2494238197424892,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
ha7035_index_max_dd,numerical,633,Date_Difference,A7035,HEADGEAR USED WITH POSITIVE AIRWAY PRESSURE DEVICE,633,1970,68913,0.972207722585105,1962,105,1857.0,0.05351681957186544,0.00640686260226463,0.02767941537463144,0.033805537669027684,0.027398675066763058,262.76395939086296,268.5,262.43776824034336,0.02307101694505613,0.01014,0.01014,0.6530199999999999,0.8241941379310346,0.39579967689822293,0.0,38.5,112.0,241.5,399.5,579.5,709,0.0,36.30000000000001,91.75,206.0,406.25,597.0,730
ha7035_index_min_dd,numerical,662,Date_Difference,A7035,HEADGEAR USED WITH POSITIVE AIRWAY PRESSURE DEVICE,662,1970,68913,0.972207722585105,1968,106,1862.0,0.05386178861788618,0.006655048765514794,0.027764061904829086,0.034127495170637484,0.027472446405122683,432.8832487309645,422.8867924528302,433.4517167381974,0.024405943903672032,-0.017740000000000002,0.017740000000000002,0.43135,0.6662478899392302,inf,4.0,115.5,289.0,433.5,596.0,678.0,720,0.0,107.3,264.75,474.0,618.25,687.0,730
ha7035_max_min_dd,numerical,463,Date_Difference,A7035,HEADGEAR USED WITH POSITIVE AIRWAY PRESSURE DEVICE,463,1970,68913,0.972207722585105,915,46,869.0,0.05027322404371585,0.0019885864671481783,0.01290859585514157,0.014810045074050225,0.012821458606902049,170.11928934010152,154.38679245283018,171.0139484978541,0.09773821716232883,-0.01807,0.01807,0.42289,0.6590679264555668,0.8778289221327197,0.0,0.0,0.0,0.0,312.75,466.5,680,0.0,0.0,0.0,0.0,339.25,515.0,713
ha7037_claim_cnt,numerical,14,,A7035,HEADGEAR USED WITH POSITIVE AIRWAY PRESSURE DEVICE,14,70883,0,0.0,1449,72,1377.0,0.049689440993788817,0.002864313531665209,0.02044213704273239,0.0231809401159047,0.02031662658423949,0.04321205366590015,0.052157115260785585,0.042802130516251834,0.2164901676940208,0.00421,0.00421,0.26187,0.4892018170681911,1.1443294083179305,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,13
ha7037_flag,numerical,2,,A7035,HEADGEAR USED WITH POSITIVE AIRWAY PRESSURE DEVICE,2,70883,0,0.0,1449,72,1377.0,0.049689440993788817,0.002864313531665209,0.02044213704273239,0.0231809401159047,0.02031662658423949,0.02044213704273239,0.0231809401159047,0.02031662658423949,0.140118106325069,0.00414,0.00414,0.26999,0.4988708602584815,1.1443294083179305,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
ha7037_index_max_dd,numerical,574,Date_Difference,A7037,TUBING USED WITH POSITIVE AIRWAY PRESSURE DEVICE,574,1449,69434,0.9795578629572677,1443,71,1372.0,0.0492030492030492,0.0026161273684150443,0.02035749051253474,0.022858982614294917,0.02024285524587987,261.8357487922705,250.66666666666663,262.4197530864197,0.04488724887248874,-0.00577,0.00577,0.8264,0.9119814659309019,0.2587463556851312,0.0,23.800000000000008,100.75,180.0,392.0,574.8000000000002,701,0.0,26.0,76.0,203.0,427.0,604.4000000000002,729
ha7037_index_min_dd,numerical,588,Date_Difference,A7037,TUBING USED WITH POSITIVE AIRWAY PRESSURE DEVICE,588,1449,69434,0.9795578629572677,1447,72,1375.0,0.0497581202487906,0.0028938220670090553,0.020413921532666503,0.0231809401159047,0.020287118048895644,430.7736369910283,444.63888888888886,430.0486564996368,0.03386983588681382,0.00839,0.00839,0.74976,0.8796967580727831,inf,19.0,114.2,289.0,481.5,631.25,662.6,720,0.0,98.6,246.0,468.0,627.0,694.0,730
ha7037_max_min_dd,numerical,388,Date_Difference,A7037,TUBING USED WITH POSITIVE AIRWAY PRESSURE DEVICE,388,1449,69434,0.9795578629572677,679,40,639.0,0.058910162002945514,0.0034503230220319977,0.009579165667367351,0.0128783000643915,0.009427977042359502,168.93788819875778,193.97222222222226,167.62890341321713,0.1559349361465429,0.03367,0.03367,0.20026,0.41607152588555857,1.4436619718309858,0.0,0.0,0.0,144.0,357.5,504.7,680,0.0,0.0,0.0,0.0,331.0,539.0,720
ha7038_claim_cnt,numerical,19,,A7037,TUBING USED WITH POSITIVE AIRWAY PRESSURE DEVICE,19,70883,0,0.0,1683,84,1599.0,0.049910873440285206,0.003452356127815509,0.023743351720440727,0.02704443013522215,0.023592074007406642,0.05894220052763004,0.07276239536381197,0.058308865839444064,0.24521530236375566,0.00469,0.00469,0.21143,0.4299076666666666,1.1504029859827185,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,22
ha7038_flag,numerical,2,,A7037,TUBING USED WITH POSITIVE AIRWAY PRESSURE DEVICE,2,70883,0,0.0,1683,84,1599.0,0.049910873440285206,0.003452356127815509,0.023743351720440727,0.02704443013522215,0.023592074007406642,0.023743351720440727,0.02704443013522215,0.023592074007406642,0.1454030656018697,0.00464,0.00464,0.21655,0.4347153356735409,1.1504029859827185,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
ha7038_index_max_dd,numerical,599,Date_Difference,A7038,"FILTER, DISPOSABLE, USED WITH POSITIVE AIRWAY PRESSURE DEVICE",599,1683,69200,0.9762566482795592,1673,83,1590.0,0.04961147638971906,0.0032631870352530412,0.02360227417011131,0.02672247263361236,0.023459285598359324,241.44147355912062,225.05952380952382,242.3020637898687,0.07141498817982808,-0.01257,0.01257,0.60636,0.7926471722365039,0.469811320754717,0.0,22.3,64.5,146.5,381.0,484.4,701,0.0,24.0,65.0,181.0,387.0,588.0,729
