Column,Type,NumUniqueValues,Code,Description,Class
g189900_max_min_dd,numerical,21,189900,TOXOID COMBINATIONS***,GPI-6
g214024_claim_cnt,numerical,35,214024,ANTIANDROGENS***,GPI-6
g214024_flag,numerical,2,214024,ANTIANDROGENS***,GPI-6
g214024_index_max_dd,numerical,732,214024,ANTIANDROGENS***,GPI-6
g214024_index_min_dd,numerical,732,214024,ANTIANDROGENS***,GPI-6
g214024_max_min_dd,numerical,731,214024,ANTIANDROGENS***,GPI-6
g214040_claim_cnt,numerical,27,214040,PROGESTINS-ANTINEOPLASTIC***,GPI-6
g214040_flag,numerical,2,214040,PROGESTINS-ANTINEOPLASTIC***,GPI-6
g214040_index_max_dd,numerical,570,214040,PROGESTINS-ANTINEOPLASTIC***,GPI-6
g214040_index_min_dd,numerical,649,214040,PROGESTINS-ANTINEOPLASTIC***,GPI-6
g214040_max_min_dd,numerical,501,214040,PROGESTINS-ANTINEOPLASTIC***,GPI-6
g214050_claim_cnt,numerical,27,214050,LHRH ANALOGS***,GPI-6
g214050_flag,numerical,2,214050,LHRH ANALOGS***,GPI-6
g214050_index_max_dd,numerical,685,214050,LHRH ANALOGS***,GPI-6
g214050_index_min_dd,numerical,731,214050,LHRH ANALOGS***,GPI-6
g214050_max_min_dd,numerical,702,214050,LHRH ANALOGS***,GPI-6
g214055_claim_cnt,numerical,24,214055,GONADOTROPIN RELEASING HORMONE (GNRH) ANTAGONISTS***,GPI-6
g214055_flag,numerical,2,214055,GONADOTROPIN RELEASING HORMONE (GNRH) ANTAGONISTS***,GPI-6
g214055_index_max_dd,numerical,425,214055,GONADOTROPIN RELEASING HORMONE (GNRH) ANTAGONISTS***,GPI-6
g214055_index_min_dd,numerical,502,214055,GONADOTROPIN RELEASING HORMONE (GNRH) ANTAGONISTS***,GPI-6
g214055_max_min_dd,numerical,233,214055,GONADOTROPIN RELEASING HORMONE (GNRH) ANTAGONISTS***,GPI-6
g221000_claim_cnt,numerical,45,221000,GLUCOCORTICOSTEROIDS***,GPI-6
g221000_flag,numerical,2,221000,GLUCOCORTICOSTEROIDS***,GPI-6
g221000_index_max_dd,numerical,732,221000,GLUCOCORTICOSTEROIDS***,GPI-6
g221000_index_min_dd,numerical,732,221000,GLUCOCORTICOSTEROIDS***,GPI-6
g221000_max_min_dd,numerical,731,221000,GLUCOCORTICOSTEROIDS***,GPI-6
g271040_claim_cnt,numerical,65,271040,HUMAN INSULIN***,GPI-6
g271040_flag,numerical,2,271040,HUMAN INSULIN***,GPI-6
g271040_index_max_dd,numerical,599,271040,HUMAN INSULIN***,GPI-6
g271040_index_min_dd,numerical,686,271040,HUMAN INSULIN***,GPI-6
g271040_max_min_dd,numerical,695,271040,HUMAN INSULIN***,GPI-6
g272000_claim_cnt,numerical,43,272000,SULFONYLUREAS***,GPI-6
g272000_flag,numerical,2,272000,SULFONYLUREAS***,GPI-6
g272000_index_max_dd,numerical,674,272000,SULFONYLUREAS***,GPI-6
g272000_index_min_dd,numerical,693,272000,SULFONYLUREAS***,GPI-6
g272000_max_min_dd,numerical,717,272000,SULFONYLUREAS***,GPI-6
g272500_claim_cnt,numerical,51,272500,BIGUANIDES***,GPI-6
g272500_flag,numerical,2,272500,BIGUANIDES***,GPI-6
g272500_index_max_dd,numerical,714,272500,BIGUANIDES***,GPI-6
g272500_index_min_dd,numerical,729,272500,BIGUANIDES***,GPI-6
g272500_max_min_dd,numerical,731,272500,BIGUANIDES***,GPI-6
g275500_claim_cnt,numerical,31,275500,DIPEPTIDYL PEPTIDASE-4 (DPP-4) INHIBITORS***,GPI-6
g275500_flag,numerical,2,275500,DIPEPTIDYL PEPTIDASE-4 (DPP-4) INHIBITORS***,GPI-6
g275500_index_max_dd,numerical,575,275500,DIPEPTIDYL PEPTIDASE-4 (DPP-4) INHIBITORS***,GPI-6
g275500_index_min_dd,numerical,599,275500,DIPEPTIDYL PEPTIDASE-4 (DPP-4) INHIBITORS***,GPI-6
g275500_max_min_dd,numerical,623,275500,DIPEPTIDYL PEPTIDASE-4 (DPP-4) INHIBITORS***,GPI-6
g276070_claim_cnt,numerical,29,276070,THIAZOLIDINEDIONES***,GPI-6
g276070_flag,numerical,2,276070,THIAZOLIDINEDIONES***,GPI-6
g276070_index_max_dd,numerical,374,276070,THIAZOLIDINEDIONES***,GPI-6
g276070_index_min_dd,numerical,366,276070,THIAZOLIDINEDIONES***,GPI-6
g276070_max_min_dd,numerical,423,276070,THIAZOLIDINEDIONES***,GPI-6
g281000_claim_cnt,numerical,51,281000,THYROID HORMONES***,GPI-6
g281000_flag,numerical,2,281000,THYROID HORMONES***,GPI-6
g281000_index_max_dd,numerical,575,281000,THYROID HORMONES***,GPI-6
g281000_index_min_dd,numerical,685,281000,THYROID HORMONES***,GPI-6
g281000_max_min_dd,numerical,681,281000,THYROID HORMONES***,GPI-6
g300420_claim_cnt,numerical,28,300420,BISPHOSPHONATES***,GPI-6
g300420_flag,numerical,2,300420,BISPHOSPHONATES***,GPI-6
g300420_index_max_dd,numerical,513,300420,BISPHOSPHONATES***,GPI-6
g300420_index_min_dd,numerical,559,300420,BISPHOSPHONATES***,GPI-6
g300420_max_min_dd,numerical,548,300420,BISPHOSPHONATES***,GPI-6
g300445_claim_cnt,numerical,23,300445,RANK LIGAND (RANKL) INHIBITORS***,GPI-6
g300445_flag,numerical,2,300445,RANK LIGAND (RANKL) INHIBITORS***,GPI-6
g300445_index_max_dd,numerical,314,300445,RANK LIGAND (RANKL) INHIBITORS***,GPI-6
g300445_index_min_dd,numerical,470,300445,RANK LIGAND (RANKL) INHIBITORS***,GPI-6
g300445_max_min_dd,numerical,327,300445,RANK LIGAND (RANKL) INHIBITORS***,GPI-6
g312000_claim_cnt,numerical,32,312000,CARDIAC GLYCOSIDES***,GPI-6
g312000_flag,numerical,2,312000,CARDIAC GLYCOSIDES***,GPI-6
g312000_index_max_dd,numerical,440,312000,CARDIAC GLYCOSIDES***,GPI-6
g312000_index_min_dd,numerical,507,312000,CARDIAC GLYCOSIDES***,GPI-6
g312000_max_min_dd,numerical,516,312000,CARDIAC GLYCOSIDES***,GPI-6
g321000_claim_cnt,numerical,44,321000,NITRATES***,GPI-6
g321000_flag,numerical,2,321000,NITRATES***,GPI-6
g321000_index_max_dd,numerical,726,321000,NITRATES***,GPI-6
g321000_index_min_dd,numerical,724,321000,NITRATES***,GPI-6
g321000_max_min_dd,numerical,708,321000,NITRATES***,GPI-6
g331000_claim_cnt,numerical,31,331000,BETA BLOCKERS NON-SELECTIVE***,GPI-6
g331000_flag,numerical,2,331000,BETA BLOCKERS NON-SELECTIVE***,GPI-6
g331000_index_max_dd,numerical,412,331000,BETA BLOCKERS NON-SELECTIVE***,GPI-6
g331000_index_min_dd,numerical,452,331000,BETA BLOCKERS NON-SELECTIVE***,GPI-6
g331000_max_min_dd,numerical,472,331000,BETA BLOCKERS NON-SELECTIVE***,GPI-6
g332000_claim_cnt,numerical,59,332000,BETA BLOCKERS CARDIO-SELECTIVE***,GPI-6
g332000_flag,numerical,2,332000,BETA BLOCKERS CARDIO-SELECTIVE***,GPI-6
g332000_index_max_dd,numerical,731,332000,BETA BLOCKERS CARDIO-SELECTIVE***,GPI-6
g332000_index_min_dd,numerical,732,332000,BETA BLOCKERS CARDIO-SELECTIVE***,GPI-6
g332000_max_min_dd,numerical,732,332000,BETA BLOCKERS CARDIO-SELECTIVE***,GPI-6
g333000_claim_cnt,numerical,39,333000,ALPHA-BETA BLOCKERS***,GPI-6
g333000_flag,numerical,2,333000,ALPHA-BETA BLOCKERS***,GPI-6
g333000_index_max_dd,numerical,661,333000,ALPHA-BETA BLOCKERS***,GPI-6
g333000_index_min_dd,numerical,709,333000,ALPHA-BETA BLOCKERS***,GPI-6
g333000_max_min_dd,numerical,712,333000,ALPHA-BETA BLOCKERS***,GPI-6
g340000_claim_cnt,numerical,55,340000,CALCIUM CHANNEL BLOCKERS***,GPI-6
g340000_flag,numerical,2,340000,CALCIUM CHANNEL BLOCKERS***,GPI-6
g340000_index_max_dd,numerical,731,340000,CALCIUM CHANNEL BLOCKERS***,GPI-6
g340000_index_min_dd,numerical,732,340000,CALCIUM CHANNEL BLOCKERS***,GPI-6
g340000_max_min_dd,numerical,732,340000,CALCIUM CHANNEL BLOCKERS***,GPI-6
g354000_claim_cnt,numerical,29,354000,ANTIARRHYTHMICS TYPE III***,GPI-6
g354000_flag,numerical,2,354000,ANTIARRHYTHMICS TYPE III***,GPI-6
g354000_index_max_dd,numerical,516,354000,ANTIARRHYTHMICS TYPE III***,GPI-6
g354000_index_min_dd,numerical,599,354000,ANTIARRHYTHMICS TYPE III***,GPI-6
g354000_max_min_dd,numerical,570,354000,ANTIARRHYTHMICS TYPE III***,GPI-6
g361000_claim_cnt,numerical,57,361000,ACE INHIBITORS***,GPI-6
g361000_flag,numerical,2,361000,ACE INHIBITORS***,GPI-6
g361000_index_max_dd,numerical,732,361000,ACE INHIBITORS***,GPI-6
g361000_index_min_dd,numerical,732,361000,ACE INHIBITORS***,GPI-6
g361000_max_min_dd,numerical,732,361000,ACE INHIBITORS***,GPI-6
g361500_claim_cnt,numerical,47,361500,ANGIOTENSIN II RECEPTOR ANTAGONISTS***,GPI-6
g361500_flag,numerical,2,361500,ANGIOTENSIN II RECEPTOR ANTAGONISTS***,GPI-6
g361500_index_max_dd,numerical,715,361500,ANGIOTENSIN II RECEPTOR ANTAGONISTS***,GPI-6
g361500_index_min_dd,numerical,727,361500,ANGIOTENSIN II RECEPTOR ANTAGONISTS***,GPI-6
g361500_max_min_dd,numerical,729,361500,ANGIOTENSIN II RECEPTOR ANTAGONISTS***,GPI-6
g362010_claim_cnt,numerical,32,362010,ANTIADRENERGICS - CENTRALLY ACTING***,GPI-6
g362010_flag,numerical,2,362010,ANTIADRENERGICS - CENTRALLY ACTING***,GPI-6
g362010_index_max_dd,numerical,541,362010,ANTIADRENERGICS - CENTRALLY ACTING***,GPI-6
g362010_index_min_dd,numerical,567,362010,ANTIADRENERGICS - CENTRALLY ACTING***,GPI-6
g362010_max_min_dd,numerical,553,362010,ANTIADRENERGICS - CENTRALLY ACTING***,GPI-6
g362020_claim_cnt,numerical,37,362020,ANTIADRENERGICS - PERIPHERALLY ACTING***,GPI-6
g362020_flag,numerical,2,362020,ANTIADRENERGICS - PERIPHERALLY ACTING***,GPI-6
g362020_index_max_dd,numerical,661,362020,ANTIADRENERGICS - PERIPHERALLY ACTING***,GPI-6
g362020_index_min_dd,numerical,664,362020,ANTIADRENERGICS - PERIPHERALLY ACTING***,GPI-6
g362020_max_min_dd,numerical,686,362020,ANTIADRENERGICS - PERIPHERALLY ACTING***,GPI-6
g364000_claim_cnt,numerical,32,364000,VASODILATORS***,GPI-6
g364000_flag,numerical,2,364000,VASODILATORS***,GPI-6
g364000_index_max_dd,numerical,466,364000,VASODILATORS***,GPI-6
g364000_index_min_dd,numerical,580,364000,VASODILATORS***,GPI-6
g364000_max_min_dd,numerical,564,364000,VASODILATORS***,GPI-6
g369915_claim_cnt,numerical,30,369915,ACE INHIBITOR & CALCIUM CHANNEL BLOCKER COMBINATIONS***,GPI-6
g369915_flag,numerical,2,369915,ACE INHIBITOR & CALCIUM CHANNEL BLOCKER COMBINATIONS***,GPI-6
g369915_index_max_dd,numerical,405,369915,ACE INHIBITOR & CALCIUM CHANNEL BLOCKER COMBINATIONS***,GPI-6
g369915_index_min_dd,numerical,340,369915,ACE INHIBITOR & CALCIUM CHANNEL BLOCKER COMBINATIONS***,GPI-6
g369915_max_min_dd,numerical,456,369915,ACE INHIBITOR & CALCIUM CHANNEL BLOCKER COMBINATIONS***,GPI-6
g369918_claim_cnt,numerical,35,369918,ACE INHIBITORS & THIAZIDE/THIAZIDE-LIKE***,GPI-6
g369918_flag,numerical,2,369918,ACE INHIBITORS & THIAZIDE/THIAZIDE-LIKE***,GPI-6
g369918_index_max_dd,numerical,665,369918,ACE INHIBITORS & THIAZIDE/THIAZIDE-LIKE***,GPI-6
g369918_index_min_dd,numerical,638,369918,ACE INHIBITORS & THIAZIDE/THIAZIDE-LIKE***,GPI-6
g369918_max_min_dd,numerical,683,369918,ACE INHIBITORS & THIAZIDE/THIAZIDE-LIKE***,GPI-6
g369940_claim_cnt,numerical,40,369940,ANGIOTENSIN II RECEPTOR ANTAG & THIAZIDE/THIAZIDE-LIKE***,GPI-6
g369940_flag,numerical,2,369940,ANGIOTENSIN II RECEPTOR ANTAG & THIAZIDE/THIAZIDE-LIKE***,GPI-6
g369940_index_max_dd,numerical,619,369940,ANGIOTENSIN II RECEPTOR ANTAG & THIAZIDE/THIAZIDE-LIKE***,GPI-6
g369940_index_min_dd,numerical,628,369940,ANGIOTENSIN II RECEPTOR ANTAG & THIAZIDE/THIAZIDE-LIKE***,GPI-6
g369940_max_min_dd,numerical,677,369940,ANGIOTENSIN II RECEPTOR ANTAG & THIAZIDE/THIAZIDE-LIKE***,GPI-6
g372000_claim_cnt,numerical,42,372000,LOOP DIURETICS***,GPI-6
g372000_flag,numerical,2,372000,LOOP DIURETICS***,GPI-6
g372000_index_max_dd,numerical,726,372000,LOOP DIURETICS***,GPI-6
g372000_index_min_dd,numerical,732,372000,LOOP DIURETICS***,GPI-6
g372000_max_min_dd,numerical,731,372000,LOOP DIURETICS***,GPI-6
g375000_claim_cnt,numerical,29,375000,POTASSIUM SPARING DIURETICS***,GPI-6
g375000_flag,numerical,2,375000,POTASSIUM SPARING DIURETICS***,GPI-6
g375000_index_max_dd,numerical,529,375000,POTASSIUM SPARING DIURETICS***,GPI-6
g375000_index_min_dd,numerical,613,375000,POTASSIUM SPARING DIURETICS***,GPI-6
g375000_max_min_dd,numerical,608,375000,POTASSIUM SPARING DIURETICS***,GPI-6
g376000_claim_cnt,numerical,34,376000,THIAZIDES AND THIAZIDE-LIKE DIURETICS***,GPI-6
g376000_flag,numerical,2,376000,THIAZIDES AND THIAZIDE-LIKE DIURETICS***,GPI-6
g376000_index_max_dd,numerical,729,376000,THIAZIDES AND THIAZIDE-LIKE DIURETICS***,GPI-6
g376000_index_min_dd,numerical,731,376000,THIAZIDES AND THIAZIDE-LIKE DIURETICS***,GPI-6
g376000_max_min_dd,numerical,727,376000,THIAZIDES AND THIAZIDE-LIKE DIURETICS***,GPI-6
g379900_claim_cnt,numerical,28,379900,DIURETIC COMBINATIONS***,GPI-6
g379900_flag,numerical,2,379900,DIURETIC COMBINATIONS***,GPI-6
g379900_index_max_dd,numerical,492,379900,DIURETIC COMBINATIONS***,GPI-6
g379900_index_min_dd,numerical,455,379900,DIURETIC COMBINATIONS***,GPI-6
g379900_max_min_dd,numerical,526,379900,DIURETIC COMBINATIONS***,GPI-6
g392000_claim_cnt,numerical,35,392000,FIBRIC ACID DERIVATIVES***,GPI-6
g392000_flag,numerical,2,392000,FIBRIC ACID DERIVATIVES***,GPI-6
g392000_index_max_dd,numerical,585,392000,FIBRIC ACID DERIVATIVES***,GPI-6
g392000_index_min_dd,numerical,554,392000,FIBRIC ACID DERIVATIVES***,GPI-6
g392000_max_min_dd,numerical,631,392000,FIBRIC ACID DERIVATIVES***,GPI-6
g393000_claim_cnt,numerical,30,393000,INTESTINAL CHOLESTEROL ABSORPTION INHIBITORS***,GPI-6
g393000_flag,numerical,2,393000,INTESTINAL CHOLESTEROL ABSORPTION INHIBITORS***,GPI-6
g393000_index_max_dd,numerical,474,393000,INTESTINAL CHOLESTEROL ABSORPTION INHIBITORS***,GPI-6
g393000_index_min_dd,numerical,417,393000,INTESTINAL CHOLESTEROL ABSORPTION INHIBITORS***,GPI-6
g393000_max_min_dd,numerical,501,393000,INTESTINAL CHOLESTEROL ABSORPTION INHIBITORS***,GPI-6
g394000_claim_cnt,numerical,74,394000,HMG COA REDUCTASE INHIBITORS***,GPI-6
g394000_flag,numerical,2,394000,HMG COA REDUCTASE INHIBITORS***,GPI-6
g394000_index_max_dd,numerical,731,394000,HMG COA REDUCTASE INHIBITORS***,GPI-6
g394000_index_min_dd,numerical,732,394000,HMG COA REDUCTASE INHIBITORS***,GPI-6
g394000_max_min_dd,numerical,731,394000,HMG COA REDUCTASE INHIBITORS***,GPI-6
g403040_claim_cnt,numerical,52,403040,SELECTIVE CGMP PHOSPHODIESTERASE TYPE 5 INHIBITORS***,GPI-6
g403040_flag,numerical,2,403040,SELECTIVE CGMP PHOSPHODIESTERASE TYPE 5 INHIBITORS***,GPI-6
g403040_index_max_dd,numerical,731,403040,SELECTIVE CGMP PHOSPHODIESTERASE TYPE 5 INHIBITORS***,GPI-6
g403040_index_min_dd,numerical,728,403040,SELECTIVE CGMP PHOSPHODIESTERASE TYPE 5 INHIBITORS***,GPI-6
g403040_max_min_dd,numerical,720,403040,SELECTIVE CGMP PHOSPHODIESTERASE TYPE 5 INHIBITORS***,GPI-6
g412000_claim_cnt,numerical,26,412000,ANTIHISTAMINES - ETHANOLAMINES***,GPI-6
g412000_flag,numerical,2,412000,ANTIHISTAMINES - ETHANOLAMINES***,GPI-6
g412000_index_max_dd,numerical,427,412000,ANTIHISTAMINES - ETHANOLAMINES***,GPI-6
g412000_index_min_dd,numerical,473,412000,ANTIHISTAMINES - ETHANOLAMINES***,GPI-6
g412000_max_min_dd,numerical,211,412000,ANTIHISTAMINES - ETHANOLAMINES***,GPI-6
g414000_claim_cnt,numerical,25,414000,ANTIHISTAMINES - PHENOTHIAZINES***,GPI-6
g414000_flag,numerical,2,414000,ANTIHISTAMINES - PHENOTHIAZINES***,GPI-6
g414000_index_max_dd,numerical,637,414000,ANTIHISTAMINES - PHENOTHIAZINES***,GPI-6
g414000_index_min_dd,numerical,668,414000,ANTIHISTAMINES - PHENOTHIAZINES***,GPI-6
g414000_max_min_dd,numerical,282,414000,ANTIHISTAMINES - PHENOTHIAZINES***,GPI-6
g415500_claim_cnt,numerical,31,415500,ANTIHISTAMINES - NON-SEDATING***,GPI-6
g415500_flag,numerical,2,415500,ANTIHISTAMINES - NON-SEDATING***,GPI-6
g415500_index_max_dd,numerical,700,415500,ANTIHISTAMINES - NON-SEDATING***,GPI-6
g415500_index_min_dd,numerical,709,415500,ANTIHISTAMINES - NON-SEDATING***,GPI-6
g415500_max_min_dd,numerical,591,415500,ANTIHISTAMINES - NON-SEDATING***,GPI-6
g422000_claim_cnt,numerical,32,422000,NASAL STEROIDS***,GPI-6
g422000_flag,numerical,2,422000,NASAL STEROIDS***,GPI-6
g422000_index_max_dd,numerical,732,422000,NASAL STEROIDS***,GPI-6
g422000_index_min_dd,numerical,732,422000,NASAL STEROIDS***,GPI-6
g422000_max_min_dd,numerical,729,422000,NASAL STEROIDS***,GPI-6
g431020_claim_cnt,numerical,20,431020,ANTITUSSIVE - NONNARCOTIC***,GPI-6
g431020_flag,numerical,2,431020,ANTITUSSIVE - NONNARCOTIC***,GPI-6
g431020_index_max_dd,numerical,719,431020,ANTITUSSIVE - NONNARCOTIC***,GPI-6
g431020_index_min_dd,numerical,719,431020,ANTITUSSIVE - NONNARCOTIC***,GPI-6
g431020_max_min_dd,numerical,386,431020,ANTITUSSIVE - NONNARCOTIC***,GPI-6
g439952_claim_cnt,numerical,23,439952,OPIOID ANTITUSSIVE-ANTIHISTAMINE***,GPI-6
g439952_flag,numerical,2,439952,OPIOID ANTITUSSIVE-ANTIHISTAMINE***,GPI-6
g439952_index_max_dd,numerical,682,439952,OPIOID ANTITUSSIVE-ANTIHISTAMINE***,GPI-6
g439952_index_min_dd,numerical,696,439952,OPIOID ANTITUSSIVE-ANTIHISTAMINE***,GPI-6
g439952_max_min_dd,numerical,367,439952,OPIOID ANTITUSSIVE-ANTIHISTAMINE***,GPI-6
g439957_claim_cnt,numerical,15,439957,NON-NARC ANTITUSSIVE-ANTIHISTAMINE***,GPI-6
g439957_flag,numerical,2,439957,NON-NARC ANTITUSSIVE-ANTIHISTAMINE***,GPI-6
g439957_index_max_dd,numerical,539,439957,NON-NARC ANTITUSSIVE-ANTIHISTAMINE***,GPI-6
g439957_index_min_dd,numerical,550,439957,NON-NARC ANTITUSSIVE-ANTIHISTAMINE***,GPI-6
g439957_max_min_dd,numerical,211,439957,NON-NARC ANTITUSSIVE-ANTIHISTAMINE***,GPI-6
g439970_claim_cnt,numerical,18,439970,ANTITUSSIVE-EXPECTORANT***,GPI-6
g439970_flag,numerical,2,439970,ANTITUSSIVE-EXPECTORANT***,GPI-6
g439970_index_max_dd,numerical,714,439970,ANTITUSSIVE-EXPECTORANT***,GPI-6
g439970_index_min_dd,numerical,720,439970,ANTITUSSIVE-EXPECTORANT***,GPI-6
g439970_max_min_dd,numerical,403,439970,ANTITUSSIVE-EXPECTORANT***,GPI-6
g441000_claim_cnt,numerical,36,441000,BRONCHODILATORS - ANTICHOLINERGICS***,GPI-6
g441000_flag,numerical,2,441000,BRONCHODILATORS - ANTICHOLINERGICS***,GPI-6
g441000_index_max_dd,numerical,616,441000,BRONCHODILATORS - ANTICHOLINERGICS***,GPI-6
g441000_index_min_dd,numerical,642,441000,BRONCHODILATORS - ANTICHOLINERGICS***,GPI-6
g441000_max_min_dd,numerical,626,441000,BRONCHODILATORS - ANTICHOLINERGICS***,GPI-6
g442010_claim_cnt,numerical,62,442010,BETA ADRENERGICS***,GPI-6
g442010_flag,numerical,2,442010,BETA ADRENERGICS***,GPI-6
g442010_index_max_dd,numerical,732,442010,BETA ADRENERGICS***,GPI-6
g442010_index_min_dd,numerical,732,442010,BETA ADRENERGICS***,GPI-6
g442010_max_min_dd,numerical,729,442010,BETA ADRENERGICS***,GPI-6
g442099_claim_cnt,numerical,55,442099,ADRENERGIC COMBINATIONS***,GPI-6
g442099_flag,numerical,2,442099,ADRENERGIC COMBINATIONS***,GPI-6
g442099_index_max_dd,numerical,689,442099,ADRENERGIC COMBINATIONS***,GPI-6
g442099_index_min_dd,numerical,717,442099,ADRENERGIC COMBINATIONS***,GPI-6
g442099_max_min_dd,numerical,713,442099,ADRENERGIC COMBINATIONS***,GPI-6
g444000_claim_cnt,numerical,33,444000,STEROID INHALANTS***,GPI-6
g444000_flag,numerical,2,444000,STEROID INHALANTS***,GPI-6
g444000_index_max_dd,numerical,530,444000,STEROID INHALANTS***,GPI-6
g444000_index_min_dd,numerical,540,444000,STEROID INHALANTS***,GPI-6
g444000_max_min_dd,numerical,441,444000,STEROID INHALANTS***,GPI-6
g445050_claim_cnt,numerical,32,445050,LEUKOTRIENE RECEPTOR ANTAGONISTS***,GPI-6
g445050_flag,numerical,2,445050,LEUKOTRIENE RECEPTOR ANTAGONISTS***,GPI-6
g445050_index_max_dd,numerical,577,445050,LEUKOTRIENE RECEPTOR ANTAGONISTS***,GPI-6
g445050_index_min_dd,numerical,620,445050,LEUKOTRIENE RECEPTOR ANTAGONISTS***,GPI-6
g445050_max_min_dd,numerical,587,445050,LEUKOTRIENE RECEPTOR ANTAGONISTS***,GPI-6
g462000_claim_cnt,numerical,26,462000,STIMULANT LAXATIVES***,GPI-6
g462000_flag,numerical,2,462000,STIMULANT LAXATIVES***,GPI-6
g462000_index_max_dd,numerical,614,462000,STIMULANT LAXATIVES***,GPI-6
g462000_index_min_dd,numerical,631,462000,STIMULANT LAXATIVES***,GPI-6
g462000_max_min_dd,numerical,253,462000,STIMULANT LAXATIVES***,GPI-6
g465000_claim_cnt,numerical,28,465000,SURFACTANT LAXATIVES***,GPI-6
g465000_flag,numerical,2,465000,SURFACTANT LAXATIVES***,GPI-6
g465000_index_max_dd,numerical,709,465000,SURFACTANT LAXATIVES***,GPI-6
g465000_index_min_dd,numerical,719,465000,SURFACTANT LAXATIVES***,GPI-6
g465000_max_min_dd,numerical,533,465000,SURFACTANT LAXATIVES***,GPI-6
g466000_claim_cnt,numerical,29,466000,LAXATIVES - MISCELLANEOUS***,GPI-6
g466000_flag,numerical,2,466000,LAXATIVES - MISCELLANEOUS***,GPI-6
g466000_index_max_dd,numerical,690,466000,LAXATIVES - MISCELLANEOUS***,GPI-6
g466000_index_min_dd,numerical,720,466000,LAXATIVES - MISCELLANEOUS***,GPI-6
g466000_max_min_dd,numerical,554,466000,LAXATIVES - MISCELLANEOUS***,GPI-6
g469920_claim_cnt,numerical,8,469920,BOWEL EVACUANT COMBINATIONS***,GPI-6
g469920_flag,numerical,2,469920,BOWEL EVACUANT COMBINATIONS***,GPI-6
g469920_index_max_dd,numerical,732,469920,BOWEL EVACUANT COMBINATIONS***,GPI-6
g469920_index_min_dd,numerical,732,469920,BOWEL EVACUANT COMBINATIONS***,GPI-6
g469920_max_min_dd,numerical,380,469920,BOWEL EVACUANT COMBINATIONS***,GPI-6
g471000_claim_cnt,numerical,26,471000,ANTIPERISTALTIC AGENTS***,GPI-6
g471000_flag,numerical,2,471000,ANTIPERISTALTIC AGENTS***,GPI-6
g471000_index_max_dd,numerical,556,471000,ANTIPERISTALTIC AGENTS***,GPI-6
g471000_index_min_dd,numerical,579,471000,ANTIPERISTALTIC AGENTS***,GPI-6
g471000_max_min_dd,numerical,290,471000,ANTIPERISTALTIC AGENTS***,GPI-6
g492000_claim_cnt,numerical,36,492000,H-2 ANTAGONISTS***,GPI-6
g492000_flag,numerical,2,492000,H-2 ANTAGONISTS***,GPI-6
g492000_index_max_dd,numerical,696,492000,H-2 ANTAGONISTS***,GPI-6
g492000_index_min_dd,numerical,722,492000,H-2 ANTAGONISTS***,GPI-6
g492000_max_min_dd,numerical,691,492000,H-2 ANTAGONISTS***,GPI-6
g492700_claim_cnt,numerical,50,492700,PROTON PUMP INHIBITORS***,GPI-6
g492700_flag,numerical,2,492700,PROTON PUMP INHIBITORS***,GPI-6
g492700_index_max_dd,numerical,732,492700,PROTON PUMP INHIBITORS***,GPI-6
g492700_index_min_dd,numerical,732,492700,PROTON PUMP INHIBITORS***,GPI-6
g492700_max_min_dd,numerical,732,492700,PROTON PUMP INHIBITORS***,GPI-6
g493000_claim_cnt,numerical,25,493000,MISC. ANTI-ULCER***,GPI-6
g493000_flag,numerical,2,493000,MISC. ANTI-ULCER***,GPI-6
g493000_index_max_dd,numerical,485,493000,MISC. ANTI-ULCER***,GPI-6
g493000_index_min_dd,numerical,537,493000,MISC. ANTI-ULCER***,GPI-6
g493000_max_min_dd,numerical,272,493000,MISC. ANTI-ULCER***,GPI-6
g502000_claim_cnt,numerical,28,502000,ANTIEMETICS - ANTICHOLINERGIC***,GPI-6
g502000_flag,numerical,2,502000,ANTIEMETICS - ANTICHOLINERGIC***,GPI-6
g502000_index_max_dd,numerical,690,502000,ANTIEMETICS - ANTICHOLINERGIC***,GPI-6
g502000_index_min_dd,numerical,697,502000,ANTIEMETICS - ANTICHOLINERGIC***,GPI-6
g502000_max_min_dd,numerical,477,502000,ANTIEMETICS - ANTICHOLINERGIC***,GPI-6
g502500_claim_cnt,numerical,34,502500,5-HT3 RECEPTOR ANTAGONISTS***,GPI-6
g502500_flag,numerical,2,502500,5-HT3 RECEPTOR ANTAGONISTS***,GPI-6
g502500_index_max_dd,numerical,718,502500,5-HT3 RECEPTOR ANTAGONISTS***,GPI-6
g502500_index_min_dd,numerical,728,502500,5-HT3 RECEPTOR ANTAGONISTS***,GPI-6
g502500_max_min_dd,numerical,560,502500,5-HT3 RECEPTOR ANTAGONISTS***,GPI-6
g523000_claim_cnt,numerical,25,523000,GASTROINTESTINAL STIMULANTS***,GPI-6
g523000_flag,numerical,2,523000,GASTROINTESTINAL STIMULANTS***,GPI-6
g523000_index_max_dd,numerical,505,523000,GASTROINTESTINAL STIMULANTS***,GPI-6
g523000_index_min_dd,numerical,535,523000,GASTROINTESTINAL STIMULANTS***,GPI-6
g523000_max_min_dd,numerical,215,523000,GASTROINTESTINAL STIMULANTS***,GPI-6
g530000_claim_cnt,numerical,27,530000,URINARY ANTI-INFECTIVES***,GPI-6
