Variable,Type,NumUniqueValues,Code,Description,Class,Variable_Type,Positive Above 0,Negative Above 0,Positive Mean above 0,Negative Mean above 0
g580300_index_min_dd,numerical,580,580300,ALPHA-2 RECEPTOR ANTAGONISTS (TETRACYCLICS)***,GPI-6,Date_Difference,49,1307,320.38775510204084,355.88599846977814
g580300_max_min_dd,numerical,440,580300,ALPHA-2 RECEPTOR ANTAGONISTS (TETRACYCLICS)***,GPI-6,Date_Difference,28,823,248.42857142857142,307.6221142162819
g581200_claim_cnt,numerical,33,581200,SEROTONIN MODULATORS***,GPI-6,NA,109,2561,5.825688073394495,5.832096837172979
g581200_index_max_dd,numerical,637,581200,SEROTONIN MODULATORS***,GPI-6,Date_Difference,108,2515,181.44444444444446,194.96222664015906
g581200_index_min_dd,numerical,677,581200,SEROTONIN MODULATORS***,GPI-6,Date_Difference,109,2539,418.72477064220186,431.3926742812131
g581200_max_min_dd,numerical,640,581200,SEROTONIN MODULATORS***,GPI-6,Date_Difference,77,1714,338.24675324675326,352.9614935822637
g581600_claim_cnt,numerical,49,581600,SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIS)***,GPI-6,NA,331,7187,8.187311178247734,7.935299846945875
g581600_index_max_dd,numerical,716,581600,SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIS)***,GPI-6,Date_Difference,323,7038,142.80185758513932,152.06891162262005
g581600_index_min_dd,numerical,729,581600,SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIS)***,GPI-6,Date_Difference,330,7148,494.0090909090909,499.46544487968663
g581600_max_min_dd,numerical,726,581600,SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIS)***,GPI-6,Date_Difference,269,5743,434.5650557620818,435.29827616228454
g581800_claim_cnt,numerical,45,581800,SEROTONIN-NOREPINEPHRINE REUPTAKE INHIBITORS (SNRIS)***,GPI-6,NA,151,2398,6.728476821192053,7.429107589658049
g581800_index_max_dd,numerical,591,581800,SEROTONIN-NOREPINEPHRINE REUPTAKE INHIBITORS (SNRIS)***,GPI-6,Date_Difference,140,2335,214.96428571428572,167.47665952890793
g581800_index_min_dd,numerical,665,581800,SEROTONIN-NOREPINEPHRINE REUPTAKE INHIBITORS (SNRIS)***,GPI-6,Date_Difference,146,2369,464.6986301369863,449.90291262135923
g581800_max_min_dd,numerical,622,581800,SEROTONIN-NOREPINEPHRINE REUPTAKE INHIBITORS (SNRIS)***,GPI-6,Date_Difference,107,1794,352.8130841121495,376.12151616499443
g582000_claim_cnt,numerical,35,582000,TRICYCLIC AGENTS***,GPI-6,NA,88,1800,5.829545454545454,6.085555555555556
g582000_index_max_dd,numerical,609,582000,TRICYCLIC AGENTS***,GPI-6,Date_Difference,87,1775,235.10344827586206,224.9430985915493
g582000_index_min_dd,numerical,609,582000,TRICYCLIC AGENTS***,GPI-6,Date_Difference,88,1793,486.59090909090907,469.80925822643616
g582000_max_min_dd,numerical,557,582000,TRICYCLIC AGENTS***,GPI-6,Date_Difference,64,1220,349.46875,363.1918032786885
g583000_claim_cnt,numerical,37,583000,ANTIDEPRESSANTS - MISC.***,GPI-6,NA,59,1349,7.423728813559322,7.841363973313565
g583000_index_max_dd,numerical,493,583000,ANTIDEPRESSANTS - MISC.***,GPI-6,Date_Difference,59,1333,185.98305084745763,188.08777194298574
g583000_index_min_dd,numerical,543,583000,ANTIDEPRESSANTS - MISC.***,GPI-6,Date_Difference,59,1346,506.3050847457627,498.06909361069836
g583000_max_min_dd,numerical,508,583000,ANTIDEPRESSANTS - MISC.***,GPI-6,Date_Difference,46,1051,410.8478260869565,399.31493815413893
g592000_claim_cnt,numerical,28,592000,PHENOTHIAZINES***,GPI-6,NA,151,2332,1.7218543046357615,1.6788164665523155
g592000_index_max_dd,numerical,557,592000,PHENOTHIAZINES***,GPI-6,Date_Difference,139,2026,214.0935251798561,166.2166831194472
g592000_index_min_dd,numerical,608,592000,PHENOTHIAZINES***,GPI-6,Date_Difference,140,2040,253.87142857142857,208.975
g592000_max_min_dd,numerical,299,592000,PHENOTHIAZINES***,GPI-6,Date_Difference,39,513,148.28205128205127,174.56920077972708
g602010_claim_cnt,numerical,36,602010,BENZODIAZEPINE HYPNOTICS***,GPI-6,NA,105,2322,5.295238095238095,4.374246339362618
g602010_index_max_dd,numerical,605,602010,BENZODIAZEPINE HYPNOTICS***,GPI-6,Date_Difference,98,2097,148.57142857142858,199.91320934668573
g602010_index_min_dd,numerical,662,602010,BENZODIAZEPINE HYPNOTICS***,GPI-6,Date_Difference,100,2138,357.39,369.5360149672591
g602010_max_min_dd,numerical,550,602010,BENZODIAZEPINE HYPNOTICS***,GPI-6,Date_Difference,62,1097,341.5967741935484,338.0583409298086
g602040_claim_cnt,numerical,44,602040,NON-BENZODIAZEPINE - GABA-RECEPTOR MODULATORS***,GPI-6,NA,231,4360,6.662337662337662,6.737385321100917
g602040_index_max_dd,numerical,712,602040,NON-BENZODIAZEPINE - GABA-RECEPTOR MODULATORS***,GPI-6,Date_Difference,226,4271,196.49115044247787,202.57972371809882
g602040_index_min_dd,numerical,715,602040,NON-BENZODIAZEPINE - GABA-RECEPTOR MODULATORS***,GPI-6,Date_Difference,230,4334,478.10869565217394,474.61075219197045
g602040_max_min_dd,numerical,694,602040,NON-BENZODIAZEPINE - GABA-RECEPTOR MODULATORS***,GPI-6,Date_Difference,154,2932,425.7012987012987,406.46145975443386
g620510_claim_cnt,numerical,32,620510,CHOLINOMIMETICS - ACHE INHIBITORS***,GPI-6,NA,66,1770,7.924242424242424,7.902824858757062
g620510_index_max_dd,numerical,498,620510,CHOLINOMIMETICS - ACHE INHIBITORS***,GPI-6,Date_Difference,65,1738,143.13846153846154,154.5276179516686
g620510_index_min_dd,numerical,603,620510,CHOLINOMIMETICS - ACHE INHIBITORS***,GPI-6,Date_Difference,66,1765,453.8787878787879,484.2300283286119
g620510_max_min_dd,numerical,602,620510,CHOLINOMIMETICS - ACHE INHIBITORS***,GPI-6,Date_Difference,57,1454,362.3157894736842,403.09284731774414
g641000_claim_cnt,numerical,32,641000,SALICYLATES***,GPI-6,NA,126,3344,4.349206349206349,4.784688995215311
g641000_index_max_dd,numerical,697,641000,SALICYLATES***,GPI-6,Date_Difference,124,3298,240.94354838709677,223.39175257731958
g641000_index_min_dd,numerical,715,641000,SALICYLATES***,GPI-6,Date_Difference,125,3317,436.192,424.7072656014471
g641000_max_min_dd,numerical,654,641000,SALICYLATES***,GPI-6,Date_Difference,78,1931,315.9871794871795,348.0103573278094
g642000_claim_cnt,numerical,24,642000,ANALGESICS OTHER***,GPI-6,NA,39,1172,2.282051282051282,2.082764505119454
g642000_index_max_dd,numerical,498,642000,ANALGESICS OTHER***,GPI-6,Date_Difference,37,1086,194.3783783783784,227.60957642725597
g642000_index_min_dd,numerical,551,642000,ANALGESICS OTHER***,GPI-6,Date_Difference,38,1095,276,299.0840182648402
g642000_max_min_dd,numerical,253,642000,ANALGESICS OTHER***,GPI-6,Date_Difference,16,346,206,232.1184971098266
g651000_claim_cnt,numerical,82,651000,OPIOID AGONISTS***,GPI-6,NA,829,17398,4.615199034981906,4.5420163237153695
g651000_index_max_dd,numerical,732,651000,OPIOID AGONISTS***,GPI-6,Date_Difference,770,16036,176.02077922077922,171.83387378398604
g651000_index_min_dd,numerical,732,651000,OPIOID AGONISTS***,GPI-6,Date_Difference,802,16735,331.2007481296758,320.0490588586794
g651000_max_min_dd,numerical,732,651000,OPIOID AGONISTS***,GPI-6,Date_Difference,457,9067,284.6542669584245,286.8085364508658
g659900_claim_cnt,numerical,46,659900,OPIOID COMBINATIONS***,GPI-6,NA,532,11085,3.039473684210526,3.03382949932341
g659900_index_max_dd,numerical,732,659900,OPIOID COMBINATIONS***,GPI-6,Date_Difference,500,10548,226.794,217.34262419416004
g659900_index_min_dd,numerical,732,659900,OPIOID COMBINATIONS***,GPI-6,Date_Difference,511,10797,335.82974559686886,323.73446327683615
g659900_max_min_dd,numerical,721,659900,OPIOID COMBINATIONS***,GPI-6,Date_Difference,215,4656,270.75348837209305,258.33999140893474
g659910_claim_cnt,numerical,36,659910,CODEINE COMBINATIONS***,GPI-6,NA,228,4743,1.956140350877193,2.0280413240565043
g659910_index_max_dd,numerical,727,659910,CODEINE COMBINATIONS***,GPI-6,Date_Difference,224,4657,256.3482142857143,259.1481640541121
g659910_index_min_dd,numerical,730,659910,CODEINE COMBINATIONS***,GPI-6,Date_Difference,226,4681,331.0619469026549,327.79577013458663
g659910_max_min_dd,numerical,555,659910,CODEINE COMBINATIONS***,GPI-6,Date_Difference,79,1445,220.22784810126583,226.68442906574396
g659917_claim_cnt,numerical,60,659917,HYDROCODONE COMBINATIONS***,GPI-6,NA,1217,24291,3.9556285949055052,3.9103371619118192
g659917_index_max_dd,numerical,732,659917,HYDROCODONE COMBINATIONS***,GPI-6,Date_Difference,1164,23240,224.5807560137457,210.05434595524957
g659917_index_min_dd,numerical,732,659917,HYDROCODONE COMBINATIONS***,GPI-6,Date_Difference,1195,23819,405.4761506276151,377.5717704353667
g659917_max_min_dd,numerical,732,659917,HYDROCODONE COMBINATIONS***,GPI-6,Date_Difference,705,12864,316.49929078014185,319.6298973880597
g661000_claim_cnt,numerical,43,661000,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS (NSAIDS)***,GPI-6,NA,789,17475,3.679340937896071,3.5155364806866953
g661000_index_max_dd,numerical,732,661000,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS (NSAIDS)***,GPI-6,Date_Difference,780,17222,237.15384615384616,233.8893856694925
g661000_index_min_dd,numerical,732,661000,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS (NSAIDS)***,GPI-6,Date_Difference,785,17374,405.6496815286624,404.6987452515253
g661000_max_min_dd,numerical,730,661000,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS (NSAIDS)***,GPI-6,Date_Difference,436,9581,306.0894495412844,313.45297985596494
g661005_claim_cnt,numerical,28,661005,CYCLOOXYGENASE 2 (COX-2) INHIBITORS***,GPI-6,NA,91,1735,4.802197802197802,4.288760806916427
g661005_index_max_dd,numerical,605,661005,CYCLOOXYGENASE 2 (COX-2) INHIBITORS***,GPI-6,Date_Difference,90,1716,243.34444444444443,257.3111888111888
g661005_index_min_dd,numerical,627,661005,CYCLOOXYGENASE 2 (COX-2) INHIBITORS***,GPI-6,Date_Difference,91,1728,454.5824175824176,443.8859953703704
g661005_max_min_dd,numerical,530,661005,CYCLOOXYGENASE 2 (COX-2) INHIBITORS***,GPI-6,Date_Difference,60,1016,324.43333333333334,320.36318897637796
g680000_claim_cnt,numerical,50,680000,GOUT AGENTS***,GPI-6,NA,201,4481,8.791044776119403,8.325820129435394
g680000_index_max_dd,numerical,659,680000,GOUT AGENTS***,GPI-6,Date_Difference,198,4411,127.03535353535354,147.2006347766946
g680000_index_min_dd,numerical,687,680000,GOUT AGENTS***,GPI-6,Date_Difference,201,4468,558.5124378109452,553.5519247985676
g680000_max_min_dd,numerical,708,680000,GOUT AGENTS***,GPI-6,Date_Difference,169,3747,515.4319526627219,486.7808913797705
g721000_claim_cnt,numerical,33,721000,ANTICONVULSANTS - BENZODIAZEPINES***,GPI-6,NA,64,1440,7.296875,8.057638888888889
g721000_index_max_dd,numerical,514,721000,ANTICONVULSANTS - BENZODIAZEPINES***,GPI-6,Date_Difference,64,1423,194.53125,186.45397048489107
g721000_index_min_dd,numerical,537,721000,ANTICONVULSANTS - BENZODIAZEPINES***,GPI-6,Date_Difference,64,1433,477.65625,503.54221912072575
g721000_max_min_dd,numerical,506,721000,ANTICONVULSANTS - BENZODIAZEPINES***,GPI-6,Date_Difference,45,1066,402.6666666666667,428.0037523452158
g726000_claim_cnt,numerical,60,726000,ANTICONVULSANTS - MISC.***,GPI-6,NA,421,8567,6.358669833729216,6.706548383331388
g726000_index_max_dd,numerical,728,726000,ANTICONVULSANTS - MISC.***,GPI-6,Date_Difference,407,8394,182.4103194103194,170.87383845604003
g726000_index_min_dd,numerical,732,726000,ANTICONVULSANTS - MISC.***,GPI-6,Date_Difference,415,8504,430.3614457831325,431.3908748824083
g726000_max_min_dd,numerical,729,726000,ANTICONVULSANTS - MISC.***,GPI-6,Date_Difference,281,6077,371.38434163701066,367.6539410893533
g732030_claim_cnt,numerical,36,732030,NONERGOLINE DOPAMINE RECEPTOR AGONISTS***,GPI-6,NA,50,891,8.54,7.867564534231201
g732030_index_max_dd,numerical,380,732030,NONERGOLINE DOPAMINE RECEPTOR AGONISTS***,GPI-6,Date_Difference,50,876,159.62,171.35730593607306
g732030_index_min_dd,numerical,447,732030,NONERGOLINE DOPAMINE RECEPTOR AGONISTS***,GPI-6,Date_Difference,50,890,516.9,498.723595505618
g732030_max_min_dd,numerical,422,732030,NONERGOLINE DOPAMINE RECEPTOR AGONISTS***,GPI-6,Date_Difference,41,685,435.7073170731707,428.83941605839414
g751000_claim_cnt,numerical,47,751000,CENTRAL MUSCLE RELAXANTS***,GPI-6,NA,451,9979,2.6607538802660753,3.016334302034272
g751000_index_max_dd,numerical,730,751000,CENTRAL MUSCLE RELAXANTS***,GPI-6,Date_Difference,450,9884,244.72,225.3728247673007
g751000_index_min_dd,numerical,732,751000,CENTRAL MUSCLE RELAXANTS***,GPI-6,Date_Difference,450,9941,346.55333333333334,341.41343929182176
g751000_max_min_dd,numerical,715,751000,CENTRAL MUSCLE RELAXANTS***,GPI-6,Date_Difference,183,4439,250.40983606557376,262.7632349628295
g772020_claim_cnt,numerical,33,772020,VITAMIN D***,GPI-6,NA,202,3926,4.7227722772277225,4.126082526744779
g772020_index_max_dd,numerical,707,772020,VITAMIN D***,GPI-6,Date_Difference,196,3865,224.9234693877551,227.25640362225096
g772020_index_min_dd,numerical,723,772020,VITAMIN D***,GPI-6,Date_Difference,198,3896,431.479797979798,405.4468685831622
g772020_max_min_dd,numerical,676,772020,VITAMIN D***,GPI-6,Date_Difference,121,2391,341.7190082644628,293.2977833542451
g797000_claim_cnt,numerical,38,797000,POTASSIUM***,GPI-6,NA,295,5668,6.132203389830509,6.043225123500353
g797000_index_max_dd,numerical,709,797000,POTASSIUM***,GPI-6,Date_Difference,286,5572,177.64685314685315,177.4989231873654
g797000_index_min_dd,numerical,730,797000,POTASSIUM***,GPI-6,Date_Difference,291,5627,456.893470790378,450.44553047805226
g797000_max_min_dd,numerical,724,797000,POTASSIUM***,GPI-6,Date_Difference,206,4004,398.78155339805824,386.0222277722278
g797500_claim_cnt,numerical,28,797500,SODIUM***,GPI-6,NA,69,1551,2.3768115942028984,1.9774339136041263
g797500_index_max_dd,numerical,456,797500,SODIUM***,GPI-6,Date_Difference,54,1087,187.5,181.66513339466422
g797500_index_min_dd,numerical,504,797500,SODIUM***,GPI-6,Date_Difference,60,1202,223.86666666666667,211.66888519134775
g797500_max_min_dd,numerical,221,797500,SODIUM***,GPI-6,Date_Difference,27,453,122.48148148148148,125.73068432671081
g821000_claim_cnt,numerical,27,821000,COBALAMINS***,GPI-6,NA,54,1294,3.5185185185185186,4.125193199381762
g821000_index_max_dd,numerical,518,821000,COBALAMINS***,GPI-6,Date_Difference,51,1265,207.23529411764707,221.997628458498
g821000_index_min_dd,numerical,602,821000,COBALAMINS***,GPI-6,Date_Difference,54,1278,374.3703703703704,403.1627543035994
g821000_max_min_dd,numerical,462,821000,COBALAMINS***,GPI-6,Date_Difference,32,788,301.46875,297.4809644670051
g822000_claim_cnt,numerical,29,822000,FOLIC ACID/FOLATES***,GPI-6,NA,76,1455,7.197368421052632,6.393814432989691
g822000_index_max_dd,numerical,484,822000,FOLIC ACID/FOLATES***,GPI-6,Date_Difference,75,1437,158.68,173.21433542101602
g822000_index_min_dd,numerical,565,822000,FOLIC ACID/FOLATES***,GPI-6,Date_Difference,76,1449,510.85526315789474,464.37474120082817
g822000_max_min_dd,numerical,528,822000,FOLIC ACID/FOLATES***,GPI-6,Date_Difference,61,1072,441.37704918032784,395.4944029850746
g823000_claim_cnt,numerical,31,823000,IRON***,GPI-6,NA,127,2440,3.716535433070866,4.060655737704918
g823000_index_max_dd,numerical,624,823000,IRON***,GPI-6,Date_Difference,124,2389,195.5,206.93595646714107
g823000_index_min_dd,numerical,683,823000,IRON***,GPI-6,Date_Difference,127,2413,338.1653543307087,363.8155822627435
g823000_max_min_dd,numerical,571,823000,IRON***,GPI-6,Date_Difference,75,1430,249.4,268.19370629370627
g831010_claim_cnt,numerical,21,831010,LOW MOLECULAR WEIGHT HEPARINS***,GPI-6,NA,85,1596,2.3176470588235296,1.9041353383458646
g831010_index_max_dd,numerical,600,831010,LOW MOLECULAR WEIGHT HEPARINS***,GPI-6,Date_Difference,82,1537,323.3292682926829,251.3441769681197
g831010_index_min_dd,numerical,615,831010,LOW MOLECULAR WEIGHT HEPARINS***,GPI-6,Date_Difference,85,1551,371.22352941176473,300.4126370083817
g831010_max_min_dd,numerical,266,831010,LOW MOLECULAR WEIGHT HEPARINS***,GPI-6,Date_Difference,38,596,132.6578947368421,133.59731543624162
g832000_claim_cnt,numerical,54,832000,COUMARIN ANTICOAGULANTS***,GPI-6,NA,258,4911,10.37984496124031,9.20667888413765
g832000_index_max_dd,numerical,686,832000,COUMARIN ANTICOAGULANTS***,GPI-6,Date_Difference,253,4840,131.4901185770751,161.2301652892562
g832000_index_min_dd,numerical,693,832000,COUMARIN ANTICOAGULANTS***,GPI-6,Date_Difference,258,4899,565.1860465116279,550.6972851602368
g832000_max_min_dd,numerical,715,832000,COUMARIN ANTICOAGULANTS***,GPI-6,Date_Difference,227,4244,495.8193832599119,451.8171536286522
g833700_claim_cnt,numerical,29,833700,DIRECT FACTOR XA INHIBITORS***,GPI-6,NA,150,2614,6.76,5.587222647283856
g833700_index_max_dd,numerical,599,833700,DIRECT FACTOR XA INHIBITORS***,GPI-6,Date_Difference,148,2569,136.24324324324326,165.2950564421954
g833700_index_min_dd,numerical,697,833700,DIRECT FACTOR XA INHIBITORS***,GPI-6,Date_Difference,150,2594,399.0933333333333,367.316499614495
g833700_max_min_dd,numerical,633,833700,DIRECT FACTOR XA INHIBITORS***,GPI-6,Date_Difference,120,1809,330.8333333333333,291.9712548369265
g851580_claim_cnt,numerical,38,851580,THIENOPYRIDINE DERIVATIVES***,GPI-6,NA,255,5494,9.086274509803921,8.24099017109574
g851580_index_max_dd,numerical,705,851580,THIENOPYRIDINE DERIVATIVES***,GPI-6,Date_Difference,254,5425,147.11417322834646,164.71502304147467
g851580_index_min_dd,numerical,709,851580,THIENOPYRIDINE DERIVATIVES***,GPI-6,Date_Difference,255,5485,562.4313725490196,545.4315405651778
g851580_max_min_dd,numerical,715,851580,THIENOPYRIDINE DERIVATIVES***,GPI-6,Date_Difference,227,4774,467.19383259911893,439.4874319229158
g861010_claim_cnt,numerical,22,861010,OPHTHALMIC ANTIBIOTICS***,GPI-6,NA,280,5602,1.7,1.664584077115316
g861010_index_max_dd,numerical,731,861010,OPHTHALMIC ANTIBIOTICS***,GPI-6,Date_Difference,280,5594,348.3357142857143,346.69360028602074
g861010_index_min_dd,numerical,732,861010,OPHTHALMIC ANTIBIOTICS***,GPI-6,Date_Difference,280,5597,398.6357142857143,394.8388422369126
g861010_max_min_dd,numerical,481,861010,OPHTHALMIC ANTIBIOTICS***,GPI-6,Date_Difference,105,2103,134.13333333333333,128.6300523062292
g862500_claim_cnt,numerical,31,862500,BETA-BLOCKERS - OPHTHALMIC***,GPI-6,NA,54,1235,5.851851851851852,6.287449392712551
g862500_index_max_dd,numerical,479,862500,BETA-BLOCKERS - OPHTHALMIC***,GPI-6,Date_Difference,54,1224,186.77777777777777,187.11192810457516
g862500_index_min_dd,numerical,472,862500,BETA-BLOCKERS - OPHTHALMIC***,GPI-6,Date_Difference,54,1235,557.7962962962963,545.9603238866397
g862500_max_min_dd,numerical,516,862500,BETA-BLOCKERS - OPHTHALMIC***,GPI-6,Date_Difference,42,1006,477.0238095238095,442.5805168986083
g862599_claim_cnt,numerical,33,862599,BETA-BLOCKERS - OPHTHALMIC COMBINATIONS***,GPI-6,NA,60,1367,6.683333333333334,7.182882223847842
g862599_index_max_dd,numerical,478,862599,BETA-BLOCKERS - OPHTHALMIC COMBINATIONS***,GPI-6,Date_Difference,59,1358,209.40677966101694,163.879970544919
g862599_index_min_dd,numerical,488,862599,BETA-BLOCKERS - OPHTHALMIC COMBINATIONS***,GPI-6,Date_Difference,60,1365,569.25,545.996336996337
g862599_max_min_dd,numerical,544,862599,BETA-BLOCKERS - OPHTHALMIC COMBINATIONS***,GPI-6,Date_Difference,51,1156,427.45098039215685,452.1937716262976
g863000_claim_cnt,numerical,27,863000,OPHTHALMIC STEROIDS***,GPI-6,NA,273,5034,1.945054945054945,2.087802940007946
g863000_index_max_dd,numerical,730,863000,OPHTHALMIC STEROIDS***,GPI-6,Date_Difference,272,5026,349.55882352941177,329.80202944687625
g863000_index_min_dd,numerical,732,863000,OPHTHALMIC STEROIDS***,GPI-6,Date_Difference,273,5031,420.4945054945055,402.93261776982706
g863000_max_min_dd,numerical,564,863000,OPHTHALMIC STEROIDS***,GPI-6,Date_Difference,134,2396,147.12686567164178,154.2441569282137
g863099_claim_cnt,numerical,13,863099,OPHTHALMIC STEROID COMBINATIONS***,GPI-6,NA,83,1835,1.855421686746988,1.4839237057220709
g863099_index_max_dd,numerical,668,863099,OPHTHALMIC STEROID COMBINATIONS***,GPI-6,Date_Difference,82,1829,314.2682926829268,340.03280481137233
g863099_index_min_dd,numerical,670,863099,OPHTHALMIC STEROID COMBINATIONS***,GPI-6,Date_Difference,83,1830,397.9277108433735,384.46338797814207
g863099_max_min_dd,numerical,272,863099,OPHTHALMIC STEROID COMBINATIONS***,GPI-6,Date_Difference,23,466,315.5652173913044,175.21030042918454
g863300_claim_cnt,numerical,37,863300,PROSTAGLANDINS - OPHTHALMIC***,GPI-6,NA,174,3588,8.804597701149426,8.366778149386844
g863300_index_max_dd,numerical,622,863300,PROSTAGLANDINS - OPHTHALMIC***,GPI-6,Date_Difference,170,3547,132.73529411764707,143.8297152523259
g863300_index_min_dd,numerical,670,863300,PROSTAGLANDINS - OPHTHALMIC***,GPI-6,Date_Difference,173,3587,551.9884393063584,561.1324226373014
g863300_max_min_dd,numerical,690,863300,PROSTAGLANDINS - OPHTHALMIC***,GPI-6,Date_Difference,156,3158,467.4935897435897,475.81317289423686
g866020_claim_cnt,numerical,34,866020,OPHTHALMIC SELECTIVE ALPHA ADRENERGIC AGONISTS***,GPI-6,NA,54,951,6.648148148148148,6.672975814931651
g866020_index_max_dd,numerical,432,866020,OPHTHALMIC SELECTIVE ALPHA ADRENERGIC AGONISTS***,GPI-6,Date_Difference,54,940,195.85185185185185,199.97127659574468
g866020_index_min_dd,numerical,435,866020,OPHTHALMIC SELECTIVE ALPHA ADRENERGIC AGONISTS***,GPI-6,Date_Difference,54,949,512.5,524.0505795574288
g866020_max_min_dd,numerical,436,866020,OPHTHALMIC SELECTIVE ALPHA ADRENERGIC AGONISTS***,GPI-6,Date_Difference,43,745,397.6511627906977,415.23624161073826
g868050_claim_cnt,numerical,25,868050,OPHTHALMIC NONSTEROIDAL ANTI-INFLAMMATORY AGENTS***,GPI-6,NA,165,3010,2.0484848484848484,1.8877076411960132
g868050_index_max_dd,numerical,717,868050,OPHTHALMIC NONSTEROIDAL ANTI-INFLAMMATORY AGENTS***,GPI-6,Date_Difference,165,3007,341.2181818181818,353.13136015962755
g868050_index_min_dd,numerical,718,868050,OPHTHALMIC NONSTEROIDAL ANTI-INFLAMMATORY AGENTS***,GPI-6,Date_Difference,165,3009,398.46060606060604,399.01063476237954
g868050_max_min_dd,numerical,346,868050,OPHTHALMIC NONSTEROIDAL ANTI-INFLAMMATORY AGENTS***,GPI-6,Date_Difference,84,1446,112.44047619047619,95.95919778699862
g879910_claim_cnt,numerical,16,879910,OTIC STEROID-ANTI-INFECTIVE COMBINATIONS***,GPI-6,NA,61,1384,1.4754098360655739,1.4580924855491328
g879910_index_max_dd,numerical,631,879910,OTIC STEROID-ANTI-INFECTIVE COMBINATIONS***,GPI-6,Date_Difference,61,1382,348.27868852459017,343.6447178002894
g879910_index_min_dd,numerical,625,879910,OTIC STEROID-ANTI-INFECTIVE COMBINATIONS***,GPI-6,Date_Difference,61,1383,407.8688524590164,392.94793926247286
g879910_max_min_dd,numerical,236,879910,OTIC STEROID-ANTI-INFECTIVE COMBINATIONS***,GPI-6,Date_Difference,16,326,227.1875,210.21472392638037
g881500_claim_cnt,numerical,25,881500,ANTISEPTICS - MOUTH/THROAT***,GPI-6,NA,118,2068,1.8728813559322033,1.9506769825918762
g881500_index_max_dd,numerical,673,881500,ANTISEPTICS - MOUTH/THROAT***,GPI-6,Date_Difference,118,2057,313.53389830508473,309.2707826932426
g881500_index_min_dd,numerical,689,881500,ANTISEPTICS - MOUTH/THROAT***,GPI-6,Date_Difference,118,2061,394.0762711864407,386.5240174672489
g881500_max_min_dd,numerical,402,881500,ANTISEPTICS - MOUTH/THROAT***,GPI-6,Date_Difference,47,662,202.2127659574468,242.380664652568
g891000_claim_cnt,numerical,26,891000,RECTAL STEROIDS***,GPI-6,NA,101,1801,1.8217821782178218,2.112715158245419
g891000_index_max_dd,numerical,665,891000,RECTAL STEROIDS***,GPI-6,Date_Difference,100,1787,332.95,297.8047006155568
g891000_index_min_dd,numerical,671,891000,RECTAL STEROIDS***,GPI-6,Date_Difference,101,1796,414.83168316831683,371.6815144766147
g891000_max_min_dd,numerical,380,891000,RECTAL STEROIDS***,GPI-6,Date_Difference,43,668,200.06976744186048,202.63922155688624
g901000_claim_cnt,numerical,23,901000,ANTIBIOTICS - TOPICAL***,GPI-6,NA,148,3177,1.6283783783783783,1.5656279508970727
g901000_index_max_dd,numerical,718,901000,ANTIBIOTICS - TOPICAL***,GPI-6,Date_Difference,147,3159,322.08843537414964,319.66888255777144
g901000_index_min_dd,numerical,721,901000,ANTIBIOTICS - TOPICAL***,GPI-6,Date_Difference,148,3164,379.9864864864865,370.5249683944374
g901000_max_min_dd,numerical,412,901000,ANTIBIOTICS - TOPICAL***,GPI-6,Date_Difference,37,797,240.2972972972973,203.89836888331243
g901500_claim_cnt,numerical,23,901500,ANTIFUNGALS - TOPICAL***,GPI-6,NA,118,1995,1.7033898305084745,2.044110275689223
g901500_index_max_dd,numerical,679,901500,ANTIFUNGALS - TOPICAL***,GPI-6,Date_Difference,117,1987,330.9059829059829,294.3432310015098
g901500_index_min_dd,numerical,689,901500,ANTIFUNGALS - TOPICAL***,GPI-6,Date_Difference,117,1989,394.87179487179486,382.938662644545
g901500_max_min_dd,numerical,430,901500,ANTIFUNGALS - TOPICAL***,GPI-6,Date_Difference,40,793,187.1,222.95712484237075
g901540_claim_cnt,numerical,26,901540,IMIDAZOLE-RELATED ANTIFUNGALS - TOPICAL***,GPI-6,NA,152,3157,2.1447368421052633,2.255939182768451
g901540_index_max_dd,numerical,715,901540,IMIDAZOLE-RELATED ANTIFUNGALS - TOPICAL***,GPI-6,Date_Difference,152,3138,315.5263157894737,300.0672402804334
g901540_index_min_dd,numerical,721,901540,IMIDAZOLE-RELATED ANTIFUNGALS - TOPICAL***,GPI-6,Date_Difference,152,3147,415.625,404.66190022243404
g901540_max_min_dd,numerical,554,901540,IMIDAZOLE-RELATED ANTIFUNGALS - TOPICAL***,GPI-6,Date_Difference,66,1368,230.53030303030303,242.58771929824562
g901599_claim_cnt,numerical,24,901599,ANTIFUNGALS - TOPICAL COMBINATIONS***,GPI-6,NA,137,2600,2.153284671532847,2.013846153846154
g901599_index_max_dd,numerical,701,901599,ANTIFUNGALS - TOPICAL COMBINATIONS***,GPI-6,Date_Difference,137,2582,345.24817518248176,313.071649883811
